,title,population,visiting_status,datetime_of_data,full_address,bop_region,county,judicial_district,gender,zip_code
10505,FCI LOMPOC,894,Not Suspended,2024-03-27 10:28:22 PDT,"3600 GUARD ROAD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male,93436
10506,USP LOMPOC,2298,Not Suspended,2024-03-27 10:28:38 PDT,"3901 KLEIN BLVD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male,93436
10507,FCI LORETTO,787,Not Suspended,2024-03-27 10:28:53 PDT,"772 SAINT JOSEPH ST., LORETTO, PA 15940",Northeast Region,CAMBRIA,Western Pennsylvania,Male,15940
10508,MDC LOS ANGELES,613,Not Suspended,2024-03-27 10:29:09 PDT,"535 N ALAMEDA STREET, LOS ANGELES, CA 90012",Western Region,Los Angeles,Central California,Male and Female,90012
10509,FCI MANCHESTER,1115,Not Suspended,2024-03-27 10:29:24 PDT,"805 FOX HOLLOW ROAD, MANCHESTER, KY 40962",Mid-Atlantic Region,Clay,Eastern Kentucky,Male,40962
10510,FCI MARIANNA,1224,Not Suspended,2024-03-27 10:29:40 PDT,"3625 FCI ROAD, MARIANNA, FL 32446",Southeast Region,Jackson,Northern Florida,Male and Female,32446
10511,USP MARION,1262,Not Suspended,2024-03-27 10:29:56 PDT,"4500 PRISON ROAD, MARION, IL 62959",North Central Region,Williamson,Southern Illinois,Male,62959
10512,USP MCCREARY,1500,Not Suspended,2024-03-27 10:30:12 PDT,"330 FEDERAL WAY, PINE KNOT, KY 42635",Mid-Atlantic Region,McCreary,Eastern Kentucky,Male,42635
10513,FCI MCDOWELL,1562,Not Suspended,2024-03-27 10:30:27 PDT,"101 FEDERAL DRIVE, WELCH, WV 24801",Mid-Atlantic Region,MCDOWELL,Southern West Virginia,Male,24801
10514,FCI MCKEAN,1091,Not Suspended,2024-03-27 10:30:43 PDT,"6975 ROUTE 59, LEWIS RUN, PA 16738",Northeast Region,MCKEAN,Western Pennsylvania,Male,16738
10515,FCI MEMPHIS,1066,Suspended,2024-03-27 10:30:58 PDT,"1101 JOHN A DENIE ROAD, MEMPHIS, TN 38134",Mid-Atlantic Region,SHELBY,Western Tennessee,Male,38134
10516,FCI MENDOTA,950,Not Suspended,2024-03-27 10:31:14 PDT,"33500 WEST CALIFORNIA AVENUE, MENDOTA, CA 93640",Western Region,FRESNO,Eastern District of California,Male,93640
10517,FCI MIAMI,1005,Not Suspended,2024-03-27 10:31:30 PDT,"15801 S.W. 137TH AVENUE, MIAMI, FL 33177",Southeast Region,Miami-Dade,Southern Florida,Male,33177
10518,FDC MIAMI,941,Not Suspended,2024-03-27 10:31:45 PDT,"33 NE 4TH STREET, MIAMI, FL 33132",Southeast Region,Miami-Dade,Southern Florida,Male and Female,33132
10519,FCI MILAN,1540,Not Suspended,2024-03-27 10:32:01 PDT,"4004 EAST ARKONA ROAD, MILAN, MI 48160",North Central Region,WASHTENAW,Eastern Michigan,Male,48160
10520,FPC MONTGOMERY,662,Not Suspended,2024-03-27 10:32:16 PDT,"MAXWELL AIR FORCE BASE, MONTGOMERY, AL 36112",Southeast Region,MONTGOMERY,Middle Alabama,Male,36112
10521,FCI MORGANTOWN,370,Not Suspended,2024-03-27 10:32:32 PDT,"446 GREENBAG ROAD, ROUTE 857, MORGANTOWN, WV 26501",Mid-Atlantic Region,Monongalia,Northern West Virginia,Male,26501
10522,MCC NEW YORK,0,Suspended,2024-03-27 10:32:47 PDT,"150 PARK ROW, NEW YORK, NY 10007",Northeast Region,New York,Southern New York,Male,10007
10523,FCI OAKDALE II,1122,Not Suspended,2024-03-27 10:33:03 PDT,"2105 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male,71463
10524,FCI OAKDALE I,824,Not Suspended,2024-03-27 10:33:18 PDT,"1507 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male,71463
10525,FTC OKLAHOMA CITY,1246,Not Suspended,2024-03-27 10:33:34 PDT,"7410 S. MACARTHUR BLVD, OKLAHOMA CITY, OK 73169",South Central Region,OKLAHOMA,Western Oklahoma,Male and Female,73169
10526,FCI OTISVILLE,1071,Not Suspended,2024-03-27 10:33:49 PDT,"TWO MILE DRIVE, OTISVILLE, NY 10963",Northeast Region,ORANGE,Southern New York,Male,10963
10527,FCI OXFORD,1066,Not Suspended,2024-03-27 10:34:05 PDT,"COUNTY ROAD G & ELK AVENUE, OXFORD, WI 53952",North Central Region,ADAMS,Western Wisconsin,Male,53952
10528,FCI PEKIN,1248,Not Suspended,2024-03-27 10:34:20 PDT,"2600 S. SECOND ST., PEKIN, IL 61554",North Central Region,TAZEWELL,Central Illinois,Male and Female,61554
10529,FPC PENSACOLA,428,Not Suspended,2024-03-27 10:34:36 PDT,"110 RABY AVE, PENSACOLA, FL 32509",Southeast Region,ESCAMBIA,Northern Florida,Male,32509
10530,FCI PETERSBURG MEDIUM,1700,Not Suspended,2024-03-27 10:34:51 PDT,"1060 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male,23860
10531,FCI PETERSBURG LOW,667,Not Suspended,2024-03-27 10:35:07 PDT,"1100 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male,23860
10532,FDC PHILADELPHIA,917,Not Suspended,2024-03-27 10:35:22 PDT,"700 ARCH STREET, PHILADELPHIA, PA 19106",Northeast Region,Philadelphia,Eastern Pennsylvania,Male and Female,19106
10533,FCI PHOENIX,1157,Not Suspended,2024-03-27 10:35:38 PDT,"37900 N 45TH AVE, PHOENIX, AZ 85086",Western Region,Maricopa,Arizona,Male and Female,85086
10534,FCI POLLOCK,1531,Not Suspended,2024-03-27 10:35:53 PDT,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,GRANT,Western Louisiana,Male,71467
10535,USP POLLOCK,1119,Not Suspended,2024-03-27 10:36:09 PDT,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,Grant,Western Louisiana,Male,71467
10536,FCI RAY BROOK,647,Not Suspended,2024-03-27 10:36:24 PDT,"128 RAY BROOK ROAD, RAY BROOK, NY 12977",Northeast Region,Essex,Northern New York,Male,12977
10537,FMC ROCHESTER,646,Not Suspended,2024-03-27 10:36:40 PDT,"2110 EAST CENTER STREET, ROCHESTER, MN 55904",North Central Region,OLMSTED,Minnesota,Male,55904
10538,FCI SAFFORD,666,Not Suspended,2024-03-27 10:36:55 PDT,"1529 WEST HIGHWAY 366, SAFFORD, AZ 85546",Western Region,Graham,Arizona,Male,85546
10539,MCC SAN DIEGO,623,Not Suspended,2024-03-27 10:37:11 PDT,"808 UNION STREET, SAN DIEGO, CA 92101",Western Region,San Diego,Southern California,Male and Female,92101
10540,FCI SANDSTONE,1132,Not Suspended,2024-03-27 10:37:26 PDT,"2300 COUNTY RD 29, SANDSTONE, MN 55072",North Central Region,Pine,Minnesota,Male,55072
10541,FCI SCHUYLKILL,1124,Suspended,2024-03-27 10:37:42 PDT,"INTERSTATE 81 & 901 W, MINERSVILLE, PA 17954",Northeast Region,SCHUYLKILL,Middle Pennsylvania,Male,17954
10542,FCI SEAGOVILLE,1698,Not Suspended,2024-03-27 10:37:57 PDT,"2113 NORTH HWY 175, SEAGOVILLE, TX 75159",South Central Region,Dallas,Northern Texas,Male,75159
10543,FDC SEATAC,774,Not Suspended,2024-03-27 10:38:13 PDT,"2425 SOUTH 200TH STREET, SEATTLE, WA 98198",Western Region,King,Western Washington,Male and Female,98198
10544,FCI SHERIDAN,1618,Not Suspended,2024-03-27 10:38:28 PDT,"27072 BALLSTON ROAD, SHERIDAN, OR 97378",Western Region,YAMHILL,Oregon,Male,97378
10545,MCFP SPRINGFIELD,969,Not Suspended,2024-03-27 10:38:44 PDT,"1900 W. SUNSHINE ST, SPRINGFIELD, MO 65807",North Central Region,GREENE,Western Missouri,Male,65807
10546,FCI TALLADEGA,1126,Not Suspended,2024-03-27 10:38:59 PDT,"565 EAST RENFROE ROAD, TALLADEGA, AL 35160",Southeast Region,Talladega,Northern Alabama,Male,35160
10547,FCI TALLAHASSEE,986,Not Suspended,2024-03-27 10:39:15 PDT,"501 CAPITAL CIRCLE, NE, TALLAHASSEE, FL 32301",Southeast Region,Leon,Northern Florida,Male and Female,32301
10548,FCI TERMINAL ISLAND,941,Not Suspended,2024-03-27 10:39:31 PDT,"1299 SEASIDE AVENUE, SAN PEDRO, CA 90731",Western Region,LOS ANGELES,Central California,Male,90731
10549,FCI TERRE HAUTE,1366,Not Suspended,2024-03-27 10:39:46 PDT,"4200 BUREAU ROAD NORTH, TERRE HAUTE, IN 47808",North Central Region,VIGO,Southern Indiana,Male,47808
10550,USP TERRE HAUTE,1214,Not Suspended,2024-03-27 10:40:02 PDT,"4700 BUREAU ROAD SOUTH, TERRE HAUTE, IN 47802",North Central Region,VIGO,Southern Indiana,Male,47802
10551,FCI TEXARKANA,1218,Not Suspended,2024-03-27 10:40:17 PDT,"4001 LEOPARD DRIVE, TEXARKANA, TX 75501",South Central Region,Bowie,Eastern Texas,Male,75501
10552,FCI THOMSON,1972,Not Suspended,2024-03-27 10:40:33 PDT,"1100 ONE MILE ROAD, THOMSON, IL 61285",North Central Region,CARROLL,Northern District of Illinois,Male,61285
10553,FCI THREE RIVERS,1285,Not Suspended,2024-03-27 10:40:48 PDT,"US HIGHWAY 72 WEST, THREE RIVERS, TX 78071",South Central Region,Live Oak,Southern Texas,Male,78071
10554,FCI TUCSON,350,Not Suspended,2024-03-27 10:41:04 PDT,"8901 S. WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male and Female,85756
10555,USP TUCSON,1313,Not Suspended,2024-03-27 10:41:19 PDT,"9300 SOUTH WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male,85756
10556,FCI VICTORVILLE MEDIUM I,1574,Suspended,2024-03-27 10:41:35 PDT,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male and Female,92394
10557,FCI VICTORVILLE MEDIUM II,1458,Not Suspended,2024-03-27 10:41:50 PDT,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male,92394
10558,USP VICTORVILLE,1248,Not Suspended,2024-03-27 10:42:06 PDT,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,San Bernardino,Central California,Male,92394
10559,FCI WASECA,788,Not Suspended,2024-03-27 10:42:22 PDT,"1000 UNIVERSITY DR, SW, WASECA, MN 56093",North Central Region,Waseca,Minnesota,Female,56093
10560,FCI WILLIAMSBURG,1207,Not Suspended,2024-03-27 10:42:37 PDT,"8301 HIGHWAY 521, SALTERS, SC 29590",Southeast Region,Williamsburg,South Carolina,Male,29590
10561,FPC YANKTON,410,Not Suspended,2024-03-27 10:42:53 PDT,"1016 DOUGLAS AVENUE, YANKTON, SD 57078",North Central Region,Yankton,South Dakota,Male,57078
10562,FCI YAZOO CITY MEDIUM,1277,Not Suspended,2024-03-27 10:43:08 PDT,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
10563,FCI YAZOO CITY LOW,1364,Not Suspended,2024-03-27 10:43:24 PDT,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
10564,USP YAZOO CITY,1501,Not Suspended,2024-03-27 10:43:39 PDT,"2225 HALEY BARBOUR PKWY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
10565,FPC ALDERSON,724,Not Suspended,2024-01-24 08:59:42 PST,"GLEN RAY RD. BOX A, ALDERSON, WV 24910",Mid-Atlantic Region,GREENBRIER,Southern West Virginia,Female,24910
10566,FCI ALICEVILLE,1596,Not Suspended,2024-01-24 08:59:58 PST,"11070 HIGHWAY 14, ALICEVILLE, AL 35442",Southeast Region,PICKENS,Northern District of Alabama,Female,35442
10567,FCI ALLENWOOD LOW,1008,Not Suspended,2024-01-24 09:00:14 PST,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Northeast Region,UNION,Middle Pennsylvania,Male,17810
10568,FCI ALLENWOOD MEDIUM,1295,Suspended,2024-01-24 09:00:30 PST,"RT 15, 2 MI N OF ALLENWOOD, WHITE DEER, PA 17810",Northeast Region,Union,Middle Pennsylvania,Male,17810
10569,USP ALLENWOOD,289,Not Suspended,2024-01-24 09:00:45 PST,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Northeast Region,Union,Middle Pennsylvania,Male,17810
10570,FCI ASHLAND,1306,Not Suspended,2024-01-24 09:01:01 PST,"ST. ROUTE 716, ASHLAND, KY 41105",Mid-Atlantic Region,BOYD,Eastern Kentucky,Male,41105
10571,USP ATLANTA,1663,Not Suspended,2024-01-24 09:01:16 PST,"601 MCDONOUGH BLVD SE, ATLANTA, GA 30315",Southeast Region,FULTON,Northern Georgia,Male,30315
10572,USP ATWATER,1184,Not Suspended,2024-01-24 09:01:32 PST,"1 FEDERAL WAY, ATWATER, CA 95301",Western Region,MERCED,Eastern California,Male,95301
10573,FCI BASTROP,1075,Not Suspended,2024-01-24 09:01:47 PST,"1341 HIGHWAY 95 NORTH, BASTROP, TX 78602",South Central Region,Bastrop,Western Texas,Male,78602
10574,FCI BEAUMONT LOW,2018,Not Suspended,2024-01-24 09:02:05 PST,"5560 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
10575,FCI BEAUMONT MEDIUM,1667,Not Suspended,2024-01-24 09:02:20 PST,"5830 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
10576,USP BEAUMONT,1158,Not Suspended,2024-01-24 09:02:36 PST,"6200 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
10577,FCI BECKLEY,1691,Suspended,2024-01-24 09:02:51 PST,"1600 INDUSTRIAL ROAD, BEAVER, WV 25813",Mid-Atlantic Region,Raleigh,Southern West Virginia,Male,25813
10578,FCI BENNETTSVILLE,1646,Not Suspended,2024-01-24 09:03:06 PST,"696 MUCKERMAN ROAD, BENNETTSVILLE, SC 29512",Southeast Region,Marlboro,South Carolina,Male,29512
10579,FCI BERLIN,768,Not Suspended,2024-01-24 09:03:22 PST,"1 SUCCESS LOOP ROAD, BERLIN, NH 03570",Northeast Region,COOS COUNTY,District of New Hampshire,Male,03570
10580,USP BIG SANDY,1402,Not Suspended,2024-01-24 09:03:38 PST,"1197 AIRPORT ROAD, INEZ, KY 41224",Mid-Atlantic Region,Martin,Eastern Kentucky,Male,41224
10581,FCI BIG SPRING,1080,Not Suspended,2024-01-24 09:03:53 PST,"1900 SIMLER AVE, BIG SPRING, TX 79720",South Central Region,HOWARD,Northern Texas,Male,79720
10582,MDC BROOKLYN,1532,Not Suspended,2024-01-24 09:04:09 PST,"80 29TH STREET, BROOKLYN, NY 11232",Northeast Region,KINGS,Eastern New York,Male and Female,11232
10583,FPC BRYAN,708,Not Suspended,2024-01-24 09:04:24 PST,"1100 URSULINE AVENUE, BRYAN, TX 77803",South Central Region,BRAZOS,Southern Texas,Female,77803
10584,FCI BUTNER MEDIUM II,1430,Not Suspended,2024-01-24 09:04:39 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
10585,FCI BUTNER LOW,961,Not Suspended,2024-01-24 09:04:55 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
10586,FCI BUTNER MEDIUM I,889,Not Suspended,2024-01-24 09:05:10 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
10587,FMC BUTNER,841,Not Suspended,2024-01-24 09:05:26 PST,"OLD N. CAROLINA HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,Granville,Eastern North Carolina,Male,27509
10588,USP CANAAN,1284,Suspended,2024-01-24 09:05:41 PST,"3057 ERIC J. WILLIAMS, WAYMART, PA 18472",Northeast Region,WAYNE,Middle Pennsylvania,Male,18472
10589,FMC CARSWELL,990,Not Suspended,2024-01-24 09:05:57 PST,"NAVAL AIR STATION, FORT WORTH, TX 76127",South Central Region,TARRANT,Northern Texas,Female,76127
10590,MCC CHICAGO,512,Not Suspended,2024-01-24 09:06:12 PST,"71 WEST VAN BUREN STREET, CHICAGO, IL 60605",North Central Region,COOK,Northern Illinois,Male and Female,60605
10591,FCI COLEMAN LOW,2050,Not Suspended,2024-01-24 09:06:28 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
10592,FCI COLEMAN MEDIUM,1567,Not Suspended,2024-01-24 09:06:43 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
10593,USP COLEMAN II,1178,Not Suspended,2024-01-24 09:06:58 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
10594,USP COLEMAN I,1394,Not Suspended,2024-01-24 09:07:14 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
10595,FCI CUMBERLAND,1045,Not Suspended,2024-01-24 09:07:29 PST,"14601 BURBRIDGE RD SE, CUMBERLAND, MD 21502",Mid-Atlantic Region,Allegany,Maryland,Male,21502
10596,FCI DANBURY,1005,Not Suspended,2024-01-24 09:07:45 PST,"33 1/2 PEMBROKE STATION, DANBURY, CT 06811",Northeast Region,FAIRFIELD,Connecticut,Male and Female,06811
10597,FMC DEVENS,905,Not Suspended,2024-01-24 09:08:00 PST,"42 PATTON ROAD, AYER, MA 01432",Northeast Region,MIDDLESEX,Massachusetts,Male,01432
10598,FCI DUBLIN,679,Not Suspended,2024-01-24 09:08:16 PST,"5701 8TH ST - CAMP PARKS, DUBLIN, CA 94568",Western Region,Alameda,Northern California,Female,94568
10599,FPC DULUTH,444,Not Suspended,2024-01-24 09:08:31 PST,"4464 RALSTON DRIVE, DULUTH, MN 55811",North Central Region,SAINT LOUIS,Minnesota,Male,55811
10600,FCI EDGEFIELD,2083,Not Suspended,2024-01-24 09:08:46 PST,"501 GARY HILL ROAD, EDGEFIELD, SC 29824",Southeast Region,Edgefield,South Carolina,Male,29824
10601,FCI EL RENO,1217,Not Suspended,2024-01-24 09:09:02 PST,"4205 HIGHWAY 66 WEST, EL RENO, OK 73036",South Central Region,CANADIAN,Western Oklahoma,Male,73036
10602,FCI ELKTON,1901,Not Suspended,2024-01-24 09:09:18 PST,"8730 SCROGGS ROAD, LISBON, OH 44432",Northeast Region,COLUMBIANA,Northern Ohio,Male,44432
10603,FCI ENGLEWOOD,899,Not Suspended,2024-01-24 09:09:33 PST,"9595 WEST QUINCY AVENUE, LITTLETON, CO 80123",North Central Region,JEFFERSON,Colorado,Male,80123
10604,FCI ESTILL,58,Not Suspended,2024-01-24 09:09:48 PST,"100 PRISON ROAD, ESTILL, SC 29918",Southeast Region,HAMPTON,South Carolina,Male,29918
10605,FCI FAIRTON,794,Not Suspended,2024-01-24 09:10:04 PST,"655 FAIRTON-MILLVILLE ROAD, FAIRTON, NJ 08320",Northeast Region,Cumberland,New Jersey,Male,08320
10606,FCI FLORENCE,1244,Not Suspended,2024-01-24 09:10:19 PST,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
10607,USP FLORENCE ADMAX,335,Not Suspended,2024-01-24 09:10:35 PST,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
10608,USP FLORENCE - HIGH,912,Suspended,2024-01-24 09:10:50 PST,"5880 HWY 67 S, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
10609,FCI FORREST CITY MEDIUM,1688,Not Suspended,2024-01-24 09:11:06 PST,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male,72335
10610,FCI FORREST CITY LOW,1819,Not Suspended,2024-01-24 09:11:21 PST,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male,72335
10611,FCI FORT DIX,3860,Not Suspended,2024-01-24 09:11:36 PST,"5756 HARTFORD &, JOINT BASE MDL, NJ 08640",Northeast Region,BURLINGTON,New Jersey,Male,08640
10612,FMC FORT WORTH,1443,Not Suspended,2024-01-24 09:11:52 PST,"3150 HORTON ROAD, FORT WORTH, TX 76119",South Central Region,Tarrant,Northern Texas,Male,76119
10613,FCI GILMER,1645,Not Suspended,2024-01-24 09:12:07 PST,"201 FCI LANE, GLENVILLE, WV 26351",Mid-Atlantic Region,GILMER,Northern West Virginia,Male,26351
10614,FCI GREENVILLE,1312,Not Suspended,2024-01-24 09:12:23 PST,"100 U.S. HWY 40, GREENVILLE, IL 62246",North Central Region,Bond,Southern Illinois,Male and Female,62246
10615,MDC GUAYNABO,1156,Suspended,2024-01-24 09:12:39 PST,"652 CARRETERA 28, GUAYNABO, PR 00965",Southeast Region,GUAYNABO,"Puerto Rico, U.S. Virgin Islands",Male and Female,00965
10616,FCI HAZELTON,1966,Suspended,2024-01-24 09:12:54 PST,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male and Female,26525
10617,USP HAZELTON,1436,Not Suspended,2024-01-24 09:13:10 PST,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male,26525
10618,FCI HERLONG,1509,Suspended,2024-01-24 09:13:25 PST,"741-925 ACCESS ROAD A-25, HERLONG, CA 96113",Western Region,Lassen,Eastern California,Male,96113
10619,FDC HONOLULU,238,Not Suspended,2024-01-24 09:13:40 PST,"351 ELLIOTT ST, HONOLULU, HI 96819",Western Region,Honolulu,Hawaii,Male and Female,96819
10620,FDC HOUSTON,679,Not Suspended,2024-01-24 09:13:56 PST,"1200 TEXAS AVENUE, HOUSTON, TX 77002",South Central Region,Harris,Southern Texas,Male and Female,77002
10621,FCI JESUP,1640,Not Suspended,2024-01-24 09:14:11 PST,"2600 HIGHWAY 301 SOUTH, JESUP, GA 31599",Southeast Region,,Southern Georgia,Male,31599
10622,FCI LA TUNA,718,Not Suspended,2024-01-24 09:14:27 PST,"8500 DONIPHAN ROAD, ANTHONY, TX 79821",South Central Region,EL PASO,Western Texas,Male,79821
10623,USP LEAVENWORTH,1948,Not Suspended,2024-01-24 09:14:44 PST,"1300 METROPOLITAN, LEAVENWORTH, KS 66048",North Central Region,Leavenworth,Kansas,Male,66048
10624,USP LEE,1457,Not Suspended,2024-01-24 09:14:59 PST,"LEE COUNTY INDUSTRIAL PARK, PENNINGTON GAP, VA 24277",Mid-Atlantic Region,Lee,Western Virginia,Male,24277
10625,USP LEWISBURG,1018,Not Suspended,2024-01-24 09:15:16 PST,"2400 ROBERT F. MILLER DRIVE, LEWISBURG, PA 17837",Northeast Region,UNION,Middle Pennsylvania,Male,17837
10626,FMC LEXINGTON,1267,Not Suspended,2024-01-24 09:15:31 PST,"3301 LEESTOWN ROAD, LEXINGTON, KY 40511",Mid-Atlantic Region,Fayette,Eastern Kentucky,Male and Female,40511
10627,FCI LOMPOC,899,Not Suspended,2024-01-24 09:15:48 PST,"3600 GUARD ROAD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male,93436
10628,USP LOMPOC,2285,Not Suspended,2024-01-24 09:16:04 PST,"3901 KLEIN BLVD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male,93436
10629,FCI LORETTO,808,Not Suspended,2024-01-24 09:16:21 PST,"772 SAINT JOSEPH ST., LORETTO, PA 15940",Northeast Region,CAMBRIA,Western Pennsylvania,Male,15940
10630,MDC LOS ANGELES,605,Not Suspended,2024-01-24 09:16:36 PST,"535 N ALAMEDA STREET, LOS ANGELES, CA 90012",Western Region,Los Angeles,Central California,Male and Female,90012
10631,FCI MANCHESTER,1112,Not Suspended,2024-01-24 09:16:52 PST,"805 FOX HOLLOW ROAD, MANCHESTER, KY 40962",Mid-Atlantic Region,Clay,Eastern Kentucky,Male,40962
10632,FCI MARIANNA,1224,Not Suspended,2024-01-24 09:17:07 PST,"3625 FCI ROAD, MARIANNA, FL 32446",Southeast Region,Jackson,Northern Florida,Male and Female,32446
10633,USP MARION,1318,Not Suspended,2024-01-24 09:17:23 PST,"4500 PRISON ROAD, MARION, IL 62959",North Central Region,Williamson,Southern Illinois,Male,62959
10634,USP MCCREARY,1573,Suspended,2024-01-24 09:17:38 PST,"330 FEDERAL WAY, PINE KNOT, KY 42635",Mid-Atlantic Region,McCreary,Eastern Kentucky,Male,42635
10635,FCI MCDOWELL,1525,Not Suspended,2024-01-24 09:17:54 PST,"101 FEDERAL DRIVE, WELCH, WV 24801",Mid-Atlantic Region,MCDOWELL,Southern West Virginia,Male,24801
10636,FCI MCKEAN,1164,Not Suspended,2024-01-24 09:18:10 PST,"6975 ROUTE 59, LEWIS RUN, PA 16738",Northeast Region,MCKEAN,Western Pennsylvania,Male,16738
10637,FCI MEMPHIS,1074,Not Suspended,2024-01-24 09:18:25 PST,"1101 JOHN A DENIE ROAD, MEMPHIS, TN 38134",Mid-Atlantic Region,SHELBY,Western Tennessee,Male,38134
10638,FCI MENDOTA,1056,Suspended,2024-01-24 09:18:41 PST,"33500 WEST CALIFORNIA AVENUE, MENDOTA, CA 93640",Western Region,FRESNO,Eastern District of California,Male,93640
10639,FCI MIAMI,975,Not Suspended,2024-01-24 09:18:57 PST,"15801 S.W. 137TH AVENUE, MIAMI, FL 33177",Southeast Region,Miami-Dade,Southern Florida,Male,33177
