population,daily_high_temperature,daily_low_temperature,daily_precipitation,lockdown_percentage,gender_Male,gender_Male and Female,political_affiliation_purple,political_affiliation_red
1020.0,39.7,26.0,0.0,27.184466019417474,1,0,1,0
1563.0,58.5,28.4,0.0,0.0,1,0,1,0
1651.0,59.5,37.9,0.0,4.854368932038835,1,0,0,1
1210.0,71.9,49.1,0.0,0.0,0,1,1,0
1014.0,32.9,24.4,0.0,2.912621359223301,1,0,1,0
967.0,53.9,34.4,0.0,0.0,0,0,1,0
1146.0,63.9,44.0,0.0,0.0,1,0,0,1
1136.0,47.2,29.7,0.0,0.0,1,0,0,1
290.0,76.6,72.0,1.97,0.0,0,1,0,0
628.0,62.4,53.9,1.51,0.0,0,1,0,0
1306.0,58.4,36.6,0.0,0.0,1,0,0,1
1214.0,54.1,43.8,0.67,4.854368932038835,1,0,0,1
1655.0,62.3,49.5,0.57,4.854368932038835,1,0,0,1
1098.0,100.2,72.1,0.0,17.475728155339805,1,0,1,0
1248.0,57.8,39.2,0.0,43.689320388349515,1,0,0,0
1033.0,45.7,31.0,15.61,0.0,1,0,0,0
1409.0,69.4,51.8,58.94,21.35922330097087,1,0,0,1
925.0,78.1,59.0,0.0,0.0,1,0,0,0
1144.0,73.3,50.6,0.0,1.9417475728155338,1,0,1,0
1122.0,42.1,27.4,0.0,10.679611650485436,1,0,0,0
562.0,57.3,45.0,0.03,0.0,1,0,0,1
304.0,36.2,21.9,0.0,0.0,1,0,1,0
1295.0,53.3,37.2,0.17,0.0,1,0,0,1
1652.0,52.9,41.2,0.15,25.24271844660194,1,0,0,1
973.0,87.6,66.3,0.0,0.0,1,0,0,1
3959.0,59.7,51.0,0.33,0.0,1,0,0,0
928.0,54.0,36.0,0.03,0.0,1,0,1,0
662.0,63.8,43.7,0.0,0.0,1,0,0,1
1359.0,60.3,52.8,10.86,6.796116504854369,0,1,0,0
1538.0,33.5,25.1,0.04,0.0,1,0,1,0
1347.0,69.4,61.6,8.08,34.95145631067961,1,0,0,1
512.0,15.0,8.4,2.91,0.0,0,1,0,0
975.0,70.6,64.7,1.25,0.0,1,0,1,0
897.0,45.4,35.2,18.96,0.0,1,0,1,0
1417.0,35.1,29.9,0.0,6.796116504854369,0,1,0,0
1847.0,76.6,66.2,1.29,0.0,1,0,1,0
1407.0,78.4,61.9,11.87,14.563106796116504,1,0,1,0
1214.0,54.6,40.2,0.01,4.854368932038835,1,0,0,1
1118.0,44.9,29.7,0.0,10.679611650485436,1,0,0,0
1362.0,71.9,55.1,0.0,37.86407766990291,1,0,1,0
1405.0,72.7,54.5,0.0,14.563106796116504,1,0,1,0
1314.0,79.2,58.4,0.84,0.0,0,1,0,0
987.0,53.5,46.8,0.44,0.0,0,0,1,0
1089.0,40.7,33.1,1.37,6.796116504854369,1,0,0,1
982.0,71.9,52.9,2.97,0.0,0,0,1,0
905.0,39.3,33.0,3.39,0.0,1,0,0,0
1477.0,55.0,43.7,0.02,0.0,1,0,0,1
1298.0,46.6,31.0,0.0,4.854368932038835,0,1,0,0
1972.0,40.3,22.2,0.32,13.592233009708737,0,1,0,1
957.0,45.0,37.4,0.0,1.9417475728155338,1,0,1,0
930.0,78.9,74.6,1.72,0.9708737864077669,0,1,1,0
1086.0,39.0,32.5,0.63,10.679611650485436,1,0,0,1
1979.0,59.9,39.0,0.0,22.330097087378643,1,0,0,1
1362.0,60.7,43.6,0.0,37.86407766990291,1,0,1,0
1685.0,74.7,68.9,34.65,18.446601941747574,1,0,1,0
0.0,39.7,34.1,5.99,100.0,1,0,0,0
1951.0,58.3,32.9,0.0,0.0,1,0,1,0
1974.0,80.3,54.6,0.0,18.446601941747574,1,0,1,0
1575.0,64.6,44.9,0.0,35.92233009708738,1,0,1,0
2031.0,45.1,30.9,0.0,13.592233009708737,0,1,0,1
688.0,65.3,46.7,1.39,9.70873786407767,1,0,1,0
497.0,42.6,40.6,2.76,0.0,0,1,0,0
693.0,39.7,34.3,5.62,0.0,0,0,0,1
1885.0,44.4,32.7,0.0,0.0,1,0,1,0
895.0,58.3,33.1,0.0,0.0,1,0,1,0
1305.0,84.2,56.9,10.82,0.0,1,0,0,1
1656.0,45.5,36.3,0.05,4.854368932038835,1,0,0,1
430.0,46.0,34.1,0.01,0.0,1,0,0,1
1284.0,42.7,36.3,1.65,0.0,0,1,0,0
1005.0,84.6,77.0,10.47,0.9708737864077669,0,1,1,0
1047.0,46.3,37.7,1.68,27.184466019417474,1,0,1,0
1284.0,31.6,7.1,0.22,78.64077669902912,1,0,1,0
1674.0,64.4,45.8,0.0,18.446601941747574,1,0,1,0
2016.0,39.7,11.9,0.0,13.592233009708737,0,1,0,1
1678.0,55.2,40.5,2.97,16.50485436893204,1,0,0,1
1466.0,21.3,-9.5,0.02,1.9417475728155338,1,0,1,0
1923.0,59.3,43.9,0.0,0.0,1,0,1,0
1308.0,58.5,41.2,0.0,47.57281553398058,1,0,1,0
1553.0,43.8,32.8,0.0,0.0,1,0,1,0
805.0,45.5,32.4,0.01,3.8834951456310676,1,0,0,0
1258.0,38.3,22.9,0.01,35.92233009708738,1,0,1,0
1499.0,47.2,39.2,0.0,6.796116504854369,0,1,0,0
2046.0,44.0,8.9,0.0,13.592233009708737,0,1,0,1
1843.0,58.4,53.9,3.79,0.0,1,0,1,0
1292.0,39.9,26.0,0.0,35.92233009708738,1,0,1,0
1289.0,48.9,24.1,0.0,1.9417475728155338,1,0,1,0
1664.0,87.6,68.9,0.0,18.446601941747574,1,0,1,0
1138.0,36.8,26.0,0.02,11.650485436893204,1,0,1,0
923.0,71.0,53.6,0.01,2.912621359223301,1,0,1,0
2034.0,95.0,72.6,0.0,18.446601941747574,1,0,1,0
1103.0,50.9,30.9,0.0,11.650485436893204,1,0,1,0
1175.0,77.1,56.2,0.0,20.388349514563107,0,1,1,0
591.0,58.3,45.5,0.0,0.0,0,1,0,0
672.0,24.0,4.1,4.3,18.446601941747574,1,0,0,0
234.0,73.5,62.1,2.52,0.0,0,1,0,0
596.0,58.4,50.6,2.25,0.0,0,1,0,0
1356.0,81.9,65.6,3.61,14.563106796116504,1,0,1,0
1013.0,26.9,15.4,4.11,27.184466019417474,1,0,1,0
1482.0,67.6,57.2,0.05,0.0,1,0,0,1
64.0,78.7,60.0,0.0,0.0,1,0,0,1
1220.0,70.1,63.3,0.1,20.388349514563107,0,1,1,0
1199.0,75.1,64.4,0.12,4.854368932038835,1,0,0,1
1078.0,85.2,54.5,16.66,6.796116504854369,1,0,0,1
1786.0,59.0,42.6,0.0,8.737864077669903,1,0,0,1
2060.0,64.6,44.9,0.0,49.51456310679612,1,0,1,0
1539.0,45.0,36.2,0.0,6.796116504854369,0,1,0,0
3935.0,47.8,44.5,27.26,0.0,1,0,0,0
933.0,63.7,56.7,0.0,0.0,1,0,0,0
1544.0,39.9,31.4,0.0,6.796116504854369,0,1,0,0
1517.0,68.1,57.8,7.89,29.126213592233007,1,0,0,1
1133.0,60.5,41.1,0.0,0.0,1,0,0,1
697.0,34.1,30.7,12.41,18.446601941747574,1,0,0,0
711.0,62.4,45.5,0.0,0.0,0,0,0,0
1788.0,70.4,54.2,0.28,0.0,1,0,1,0
1048.0,45.8,30.4,0.0,7.766990291262135,1,0,0,0
1414.0,62.3,45.9,4.4,21.35922330097087,1,0,0,1
960.0,44.8,27.0,1.88,0.0,1,0,0,1
1317.0,53.1,38.7,8.02,0.0,1,0,0,0
616.0,71.4,47.7,0.0,0.0,0,0,0,0
1480.0,58.2,39.3,0.0,26.21359223300971,1,0,0,0
851.0,76.2,56.4,0.0,2.912621359223301,1,0,1,0
651.0,31.5,20.7,1.8,18.446601941747574,1,0,0,0
1529.0,60.9,37.6,0.0,12.62135922330097,1,0,0,1
835.0,60.9,47.9,0.0,0.0,1,0,0,1
1306.0,59.2,47.5,0.15,0.0,1,0,0,1
694.0,34.7,24.4,1.5,0.0,0,0,0,1
699.0,59.4,52.9,0.0,0.0,0,1,0,0
1380.0,43.9,31.9,6.81,34.95145631067961,1,0,0,1
1565.0,78.4,61.9,11.87,35.92233009708738,1,0,1,0
910.0,36.0,22.5,0.05,0.0,1,0,0,0
1652.0,52.2,33.3,0.0,4.854368932038835,1,0,1,0
647.0,47.5,35.8,0.48,0.0,1,0,0,0
1162.0,67.3,53.0,0.0,20.388349514563107,0,1,1,0
1640.0,45.4,35.8,3.29,4.854368932038835,1,0,0,0
919.0,37.1,30.0,1.26,0.0,1,0,0,0
1257.0,68.8,43.0,0.0,43.689320388349515,1,0,0,0
1113.0,63.4,50.1,0.49,61.76470588235294,1,0,0,0
1184.0,63.9,48.3,2.18,21.35922330097087,1,0,0,0
1206.0,70.3,51.4,0.0,0.0,1,0,0,1
1080.0,52.1,36.9,20.44,10.679611650485436,1,0,0,1
1548.0,56.2,36.4,0.0,4.854368932038835,1,0,0,1
966.0,66.1,55.0,1.86,3.8834951456310676,0,1,1,0
934.0,49.1,37.0,5.24,0.0,1,0,0,1
1298.0,61.4,53.2,0.02,47.57281553398058,1,0,1,0
1101.0,92.3,64.2,0.0,0.0,1,0,1,0
469.0,64.0,52.3,0.01,0.0,1,0,1,0
1600.0,52.2,27.5,0.0,16.50485436893204,1,0,0,1
1597.0,46.6,40.7,4.82,4.854368932038835,1,0,0,0
1368.0,53.6,42.6,6.55,1.9417475728155338,1,0,1,0
1010.0,38.7,32.0,0.01,27.184466019417474,1,0,1,0
1259.0,37.2,27.5,0.48,78.64077669902912,1,0,1,0
1954.0,51.1,39.2,0.55,0.0,1,0,1,0
624.0,68.0,54.6,0.0,0.0,0,1,0,0
837.0,64.8,41.0,28.5,0.0,1,0,0,1
428.0,34.0,32.1,0.02,0.0,1,0,0,1
683.0,63.7,33.6,0.0,18.446601941747574,1,0,0,0
1166.0,87.3,44.4,0.0,21.35922330097087,1,0,0,0
1688.0,55.5,43.8,8.5,25.24271844660194,1,0,0,1
1224.0,60.8,53.6,5.53,0.0,0,1,1,0
1799.0,55.2,40.4,0.0,0.0,1,0,1,0
1433.0,55.8,48.5,23.91,1.9417475728155338,1,0,1,0
1244.0,43.2,28.8,0.01,1.9417475728155338,1,0,1,0
1265.0,70.7,62.8,6.14,0.0,1,0,0,1
910.0,67.6,28.6,0.0,0.0,1,0,1,0
1891.0,42.5,27.4,0.0,0.0,1,0,1,0
712.0,74.9,62.8,0.77,0.0,0,1,1,0
1298.0,71.3,57.5,0.0,47.57281553398058,1,0,1,0
1407.0,62.4,55.6,0.0,14.563106796116504,1,0,1,0
1714.0,70.6,58.8,2.0,9.70873786407767,1,0,1,0
1016.0,58.8,37.2,0.0,2.912621359223301,1,0,1,0
593.0,60.6,50.5,6.62,0.0,0,1,0,0
714.0,64.4,42.8,0.18,0.0,0,0,0,0
790.0,75.4,41.7,0.0,0.0,1,0,0,1
1182.0,61.5,48.5,0.0,43.689320388349515,1,0,0,0
325.0,52.4,32.4,0.0,0.0,1,0,1,0
1287.0,36.1,26.7,3.48,35.92233009708738,1,0,1,0
1799.0,53.5,41.3,0.2,0.0,1,0,1,0
987.0,76.3,66.2,0.0,0.0,1,0,1,0
1837.0,70.7,50.4,0.25,22.330097087378643,1,0,0,1
1484.0,49.9,40.1,0.09,8.737864077669903,1,0,0,0
1014.0,32.6,30.7,5.26,2.912621359223301,1,0,1,0
2002.0,53.7,41.2,0.0,4.854368932038835,1,0,0,1
1290.0,52.9,39.1,0.2,0.0,1,0,0,1
892.0,38.8,28.9,0.02,0.0,1,0,0,0
1163.0,80.6,56.5,0.0,21.35922330097087,1,0,0,0
958.0,67.6,50.4,1.9,3.8834951456310676,1,0,1,0
1611.0,81.2,69.8,0.08,18.446601941747574,1,0,1,0
874.0,54.7,44.3,0.0,2.912621359223301,1,0,1,0
1654.0,64.2,40.9,0.0,4.854368932038835,1,0,1,0
1112.0,33.2,14.6,3.88,6.796116504854369,1,0,0,1
1272.0,82.0,37.4,0.0,1.9417475728155338,1,0,1,0
1570.0,94.8,71.0,0.12,12.62135922330097,1,0,0,1
861.0,51.2,39.6,0.08,53.398058252427184,1,0,1,0
1573.0,46.2,26.3,0.1,29.126213592233007,1,0,0,1
941.0,53.1,38.7,0.0,3.8834951456310676,0,1,1,0
801.0,70.2,49.8,0.49,0.0,1,0,0,1
1355.0,68.2,42.1,40.03,6.796116504854369,1,0,0,1
1251.0,60.4,42.6,7.17,0.0,0,1,0,0
1233.0,54.4,39.9,0.0,4.854368932038835,1,0,0,1
1117.0,65.3,52.5,0.07,0.0,1,0,0,1
1287.0,36.2,21.9,0.0,35.92233009708738,1,0,1,0
1123.0,60.4,50.5,8.83,0.0,1,0,0,1
682.0,46.1,31.0,0.0,9.70873786407767,1,0,1,0
1949.0,45.3,25.9,0.0,0.0,1,0,1,0
1236.0,70.3,45.3,0.0,0.0,1,0,1,0
927.0,47.0,28.9,0.0,0.0,1,0,0,0
1190.0,66.5,33.4,0.0,4.854368932038835,1,0,0,1
291.0,38.6,25.9,0.54,0.0,1,0,1,0
1412.0,62.7,44.4,0.0,14.563106796116504,1,0,1,0
1376.0,55.7,44.9,0.12,6.796116504854369,0,1,0,0
971.0,70.2,48.0,0.0,0.0,0,0,1,0
58.0,56.4,31.0,0.0,0.0,1,0,0,1
824.0,96.3,69.7,0.0,0.0,1,0,0,1
829.0,58.0,47.5,1.64,2.912621359223301,1,0,1,0
926.0,52.9,50.8,3.83,0.0,0,1,1,0
1320.0,55.9,28.6,0.0,0.0,0,1,0,1
1453.0,64.8,55.2,29.87,0.0,1,0,1,0
1024.0,36.9,29.7,0.0,2.912621359223301,1,0,1,0
681.0,58.2,37.9,0.0,9.70873786407767,1,0,1,0
1867.0,33.9,25.0,0.26,0.0,1,0,1,0
739.0,30.4,20.1,0.2,0.0,0,0,0,0
1451.0,55.1,31.1,0.0,1.9417475728155338,1,0,1,0
714.0,37.2,25.7,0.1,0.0,0,0,0,0
1565.0,75.7,52.6,0.0,35.92233009708738,1,0,1,0
1524.0,48.7,39.5,0.0,6.796116504854369,0,1,0,0
830.0,67.9,53.5,0.01,3.8834951456310676,1,0,0,0
675.0,79.8,54.4,0.0,0.9708737864077669,0,0,1,0
706.0,55.4,35.5,0.0,0.0,0,0,0,1
937.0,50.7,43.3,3.51,0.0,1,0,0,1
673.0,60.9,46.3,2.9,9.70873786407767,1,0,1,0
919.0,36.8,23.3,0.0,0.0,1,0,0,0
0.0,42.9,35.9,0.0,100.0,1,0,0,0
1146.0,66.4,51.0,5.48,20.388349514563107,0,1,1,0
984.0,41.5,32.7,0.82,2.912621359223301,1,0,1,0
1307.0,40.6,32.2,3.51,0.0,1,0,0,0
1102.0,39.9,27.5,0.19,27.184466019417474,1,0,1,0
1973.0,60.4,56.9,4.75,18.446601941747574,1,0,1,0
1010.0,40.1,31.8,4.45,27.184466019417474,1,0,1,0
285.0,41.2,27.0,0.16,0.0,1,0,1,0
835.0,56.3,46.7,30.57,2.912621359223301,1,0,1,0
1426.0,59.1,42.5,0.0,8.737864077669903,1,0,0,0
2055.0,85.1,72.2,21.29,49.51456310679612,1,0,1,0
801.0,60.3,42.4,0.0,12.62135922330097,0,1,0,0
1620.0,60.3,43.6,0.0,20.388349514563107,0,1,0,0
1762.0,63.4,45.0,0.0,8.737864077669903,1,0,0,1
662.0,78.2,53.3,0.03,0.0,1,0,0,1
1067.0,73.1,60.2,4.0,3.8834951456310676,0,1,1,0
1368.0,64.1,47.8,2.17,1.9417475728155338,1,0,1,0
1208.0,58.2,45.0,0.0,0.0,0,1,1,0
786.0,59.4,45.7,0.02,3.8834951456310676,1,0,0,0
976.0,85.8,71.2,0.51,0.0,1,0,1,0
236.0,77.0,70.4,4.33,0.0,0,1,0,0
1260.0,37.1,18.5,0.0,0.9708737864077669,0,1,0,1
1551.0,45.5,38.0,0.0,4.854368932038835,1,0,0,1
1571.0,78.4,61.9,0.12,35.92233009708738,1,0,1,0
1554.0,76.6,60.5,0.2,12.62135922330097,1,0,0,1
1266.0,52.6,27.6,0.15,35.92233009708738,1,0,1,0
1045.0,46.9,35.8,0.0,27.184466019417474,1,0,1,0
2049.0,73.3,50.6,0.0,49.51456310679612,1,0,1,0
1117.0,43.4,21.4,0.19,11.650485436893204,1,0,1,0
726.0,56.2,44.2,0.0,0.0,0,1,1,0
410.0,63.9,32.4,0.0,0.0,1,0,0,1
647.0,28.2,5.2,0.17,18.446601941747574,1,0,0,0
1567.0,50.8,46.9,18.14,29.126213592233007,1,0,0,1
941.0,50.3,34.8,0.0,0.0,1,0,0,1
940.0,68.0,60.7,0.0,0.0,1,0,0,0
912.0,41.6,27.0,0.01,53.398058252427184,1,0,1,0
1640.0,50.1,42.2,11.21,16.50485436893204,1,0,0,1
1041.0,66.6,51.1,0.0,18.446601941747574,1,0,1,0
1671.0,69.0,47.1,0.02,21.35922330097087,1,0,0,1
780.0,51.0,32.6,0.0,3.8834951456310676,1,0,0,0
1621.0,76.8,53.7,0.0,4.854368932038835,1,0,0,1
1672.0,66.0,48.0,0.0,4.854368932038835,1,0,1,0
1643.0,85.3,56.8,0.0,29.126213592233007,1,0,0,1
1270.0,66.6,51.0,0.0,43.689320388349515,1,0,0,0
1355.0,40.5,35.3,1.21,6.796116504854369,1,0,0,1
1434.0,78.7,58.5,0.06,14.563106796116504,1,0,1,0
1258.0,70.9,45.3,0.0,0.0,0,1,0,0
1678.0,63.9,56.6,33.54,0.0,1,0,1,0
1199.0,75.3,64.0,1.01,4.854368932038835,1,0,0,1
689.0,64.9,47.1,0.0,0.9708737864077669,0,0,1,0
0.0,43.4,37.3,7.4,100.0,1,0,0,0
2055.0,62.7,44.4,0.0,49.51456310679612,1,0,1,0
865.0,75.8,70.0,0.0,0.9708737864077669,0,1,1,0
1227.0,74.2,64.5,34.85,0.0,0,1,1,0
1569.0,67.3,56.1,15.88,35.92233009708738,1,0,1,0
716.0,47.4,25.6,0.01,0.0,0,0,0,1
1075.0,34.3,16.3,0.0,0.0,1,0,1,0
430.0,41.8,26.6,0.0,2.912621359223301,1,0,0,0
692.0,58.0,51.7,0.37,0.9708737864077669,0,0,1,0
493.0,87.3,68.9,0.0,0.0,1,0,0,1
680.0,45.2,34.1,0.0,9.70873786407767,1,0,1,0
284.0,43.4,26.4,0.0,0.0,1,0,1,0
990.0,74.3,49.2,0.0,0.0,1,0,0,1
1396.0,64.4,59.9,85.02,0.0,1,0,0,1
1291.0,42.4,30.9,4.0,0.0,1,0,0,1
1222.0,41.3,28.9,0.03,4.854368932038835,1,0,0,1
899.0,43.2,33.0,0.06,0.0,1,0,1,0
1265.0,38.0,29.1,3.01,78.64077669902912,1,0,1,0
662.0,66.9,41.4,0.0,0.0,1,0,0,1
1430.0,57.9,42.4,0.02,8.737864077669903,1,0,0,0
1680.0,71.3,52.7,1.88,32.038834951456316,1,0,0,1
892.0,59.8,31.5,44.91,0.0,1,0,0,0
299.0,47.8,26.4,0.0,0.0,1,0,1,0
1588.0,62.4,42.7,0.0,0.0,0,0,0,1
1555.0,51.0,31.6,0.02,0.0,1,0,1,0
1127.0,50.7,27.7,0.0,0.0,1,0,0,1
935.0,63.0,45.6,0.32,0.0,1,0,0,1
1308.0,90.1,63.4,4.12,0.0,1,0,0,0
2021.0,67.9,47.5,0.01,18.446601941747574,1,0,1,0
822.0,53.9,41.0,19.29,0.0,1,0,0,1
997.0,66.1,50.6,18.86,61.76470588235294,1,0,0,0
3959.0,72.7,49.6,0.0,0.0,1,0,0,0
1172.0,67.3,56.1,15.88,1.9417475728155338,1,0,1,0
1228.0,68.5,54.2,0.99,0.0,1,0,0,1
1393.0,81.2,62.1,0.91,14.563106796116504,1,0,1,0
1167.0,64.6,48.7,0.0,0.0,1,0,0,1
1660.0,65.1,40.8,0.0,20.388349514563107,0,1,0,0
1427.0,67.6,44.1,0.0,6.796116504854369,1,0,0,1
941.0,61.8,47.1,0.0,3.8834951456310676,0,1,1,0
1789.0,87.3,58.5,0.25,22.330097087378643,1,0,0,1
1334.0,50.7,45.3,9.07,37.86407766990291,1,0,1,0
1009.0,22.1,11.2,0.0,1.9417475728155338,1,0,1,0
1168.0,60.0,54.0,11.67,0.0,1,0,0,1
1563.0,58.6,39.0,1.03,4.854368932038835,1,0,0,1
685.0,51.5,31.1,0.04,0.0,0,1,1,0
1078.0,85.2,54.5,16.66,6.796116504854369,1,0,0,1
1650.0,79.9,54.9,1.5,16.50485436893204,1,0,0,1
1098.0,100.2,72.1,0.0,17.475728155339805,1,0,1,0
774.0,48.4,41.2,15.57,12.62135922330097,0,1,0,0
662.0,32.5,18.7,0.0,18.446601941747574,1,0,0,0
1045.0,46.3,24.2,0.0,0.0,1,0,0,0
725.0,69.0,50.5,0.0,0.0,0,1,1,0
1131.0,61.2,40.3,0.0,18.446601941747574,1,0,1,0
1565.0,71.3,48.2,0.0,35.92233009708738,1,0,1,0
1265.0,56.5,37.8,0.0,0.0,1,0,0,1
806.0,64.4,43.4,0.0,0.0,1,0,0,1
1618.0,47.5,35.1,0.01,4.854368932038835,1,0,0,0
820.0,66.3,44.4,0.0,0.0,1,0,0,1
2329.0,69.1,54.4,0.0,11.650485436893204,1,0,0,0
1086.0,63.3,45.6,0.19,11.650485436893204,1,0,1,0
1514.0,47.7,25.5,0.0,26.21359223300971,1,0,0,0
902.0,47.6,30.4,0.0,0.0,1,0,1,0
1018.0,76.7,53.8,0.0,0.0,0,0,1,0
1218.0,47.2,35.6,0.0,1.9417475728155338,1,0,1,0
1051.0,63.6,47.5,0.0,0.0,0,1,0,1
687.0,34.0,21.2,9.46,18.446601941747574,1,0,0,0
975.0,63.8,44.3,0.85,0.0,1,0,0,1
1084.0,80.1,72.3,3.63,70.87378640776699,0,1,0,1
923.0,36.1,23.5,3.38,53.398058252427184,1,0,1,0
1102.0,50.0,41.0,0.28,0.0,1,0,0,1
816.0,58.1,48.1,5.27,12.62135922330097,0,1,0,0
1661.0,68.5,42.4,0.0,4.854368932038835,1,0,1,0
1290.0,57.2,30.9,0.0,0.0,0,1,0,0
1280.0,44.9,39.1,48.78,35.92233009708738,1,0,1,0
1376.0,56.6,52.2,10.53,1.9417475728155338,1,0,1,0
1133.0,30.9,20.8,0.0,10.679611650485436,1,0,0,0
1323.0,80.7,56.9,0.0,47.57281553398058,1,0,1,0
1563.0,42.5,28.1,0.0,0.0,1,0,1,0
1280.0,54.9,41.4,1.25,35.92233009708738,1,0,1,0
1217.0,29.2,17.0,0.0,4.854368932038835,1,0,0,1
987.0,68.0,47.4,0.0,0.0,0,0,1,0
616.0,56.7,39.9,0.56,0.0,0,0,0,0
1044.0,38.6,28.2,0.29,27.184466019417474,1,0,1,0
1124.0,45.9,23.3,1.82,0.0,1,0,0,1
1124.0,40.5,27.5,0.38,6.796116504854369,1,0,0,1
665.0,80.5,55.2,4.72,9.70873786407767,1,0,1,0
706.0,56.3,33.7,0.0,0.0,0,0,0,1
628.0,58.2,40.5,0.0,0.0,1,0,0,1
1850.0,59.6,45.7,0.09,0.0,1,0,1,0
1452.0,46.1,32.4,0.0,0.0,1,0,0,1
1133.0,47.4,33.9,0.0,0.0,1,0,0,1
327.0,42.4,28.6,1.31,0.0,1,0,1,0
677.0,38.9,30.4,0.23,18.446601941747574,1,0,0,0
971.0,50.6,45.4,0.27,1.9417475728155338,1,0,1,0
1155.0,69.4,35.4,0.0,21.35922330097087,1,0,0,0
1762.0,62.6,47.1,22.04,8.737864077669903,1,0,0,1
1621.0,55.3,36.5,0.0,0.0,0,0,0,1
1409.0,62.4,43.5,0.0,0.0,1,0,0,1
752.0,39.4,31.1,4.61,12.62135922330097,0,1,0,0
1357.0,58.1,37.6,32.6,19.41747572815534,1,0,0,1
1065.0,63.5,43.1,0.0,0.0,1,0,1,0
1858.0,82.9,63.4,0.01,0.0,1,0,1,0
1468.0,35.5,28.9,8.45,21.35922330097087,1,0,0,1
1106.0,47.6,34.2,10.58,6.796116504854369,1,0,0,1
743.0,41.7,30.7,2.58,12.62135922330097,0,1,0,0
797.0,62.2,42.6,0.0,3.8834951456310676,1,0,0,0
1323.0,77.5,55.0,0.0,37.86407766990291,1,0,1,0
829.0,63.9,44.0,0.0,0.0,1,0,0,1
1028.0,42.4,27.3,0.0,6.796116504854369,0,1,0,0
503.0,36.1,31.6,4.43,0.0,0,1,0,0
334.0,41.4,24.3,0.0,0.0,1,0,1,0
669.0,56.5,44.2,45.44,9.70873786407767,1,0,1,0
1530.0,66.2,44.6,0.0,12.62135922330097,1,0,0,1
1273.0,42.3,34.1,0.02,0.9708737864077669,0,1,0,1
1157.0,59.8,43.1,0.0,0.0,0,1,0,1
1212.0,69.8,37.0,0.0,0.0,1,0,1,0
1668.0,35.1,23.7,0.46,16.50485436893204,1,0,0,1
987.0,79.1,69.3,0.86,0.9708737864077669,0,1,1,0
1595.0,55.5,41.1,3.61,20.388349514563107,0,1,0,0
637.0,56.9,34.6,0.0,0.0,1,0,0,1
1056.0,53.1,33.7,0.0,10.679611650485436,1,0,0,1
817.0,45.1,32.9,0.0,3.8834951456310676,1,0,0,0
693.0,62.8,49.5,4.88,0.0,0,0,0,1
676.0,64.6,53.1,11.03,0.9708737864077669,0,0,1,0
2014.0,40.1,25.0,0.0,13.592233009708737,0,1,0,1
1318.0,49.3,31.9,0.0,0.0,1,0,0,0
1805.0,38.7,25.8,0.04,0.0,1,0,1,0
656.0,58.0,42.5,0.0,0.0,0,0,0,0
830.0,67.9,53.5,0.01,3.8834951456310676,1,0,0,0
1520.0,100.9,72.3,0.0,0.0,1,0,1,0
646.0,39.7,21.7,22.14,0.0,1,0,0,0
1508.0,53.6,38.6,3.28,26.21359223300971,1,0,0,0
970.0,46.1,26.1,0.0,53.398058252427184,1,0,1,0
1164.0,83.2,70.3,0.7,70.87378640776699,0,1,0,1
1735.0,62.3,48.9,2.31,9.70873786407767,1,0,1,0
1001.0,79.9,70.0,0.0,0.0,1,0,1,0
2034.0,95.7,73.9,0.0,18.446601941747574,1,0,1,0
1654.0,24.2,5.6,0.0,16.50485436893204,1,0,0,1
1582.0,40.5,37.1,8.04,16.50485436893204,1,0,0,1
679.0,36.0,12.4,0.24,18.446601941747574,1,0,0,0
334.0,34.0,13.1,0.0,0.0,1,0,1,0
1108.0,73.4,57.2,2.18,6.796116504854369,1,0,0,1
1276.0,49.1,25.5,0.0,78.64077669902912,1,0,1,0
409.0,43.6,27.1,0.0,0.0,1,0,0,1
1278.0,80.7,60.3,8.01,0.9708737864077669,0,1,0,1
1163.0,72.0,46.4,0.0,61.76470588235294,1,0,0,0
1886.0,43.7,31.2,0.02,15.66265060240964,1,0,0,0
1420.0,39.9,28.6,1.76,1.9417475728155338,1,0,1,0
673.0,56.0,41.5,0.0,0.0,0,0,0,0
327.0,31.4,22.9,0.67,0.0,1,0,1,0
992.0,70.6,64.4,0.03,0.9708737864077669,0,1,1,0
1073.0,45.4,43.1,16.25,1.9417475728155338,1,0,1,0
1527.0,75.8,60.6,2.61,12.62135922330097,1,0,0,1
1060.0,30.7,19.0,0.01,0.0,1,0,0,0
1314.0,83.2,58.9,0.0,0.0,0,1,0,0
965.0,54.5,31.3,0.0,0.0,0,0,1,0
1046.0,40.2,33.1,0.02,7.766990291262135,1,0,0,0
1445.0,85.3,72.3,4.29,14.563106796116504,1,0,1,0
1726.0,58.7,40.4,0.0,0.0,1,0,1,0
1137.0,54.6,32.5,0.01,0.0,1,0,0,1
1028.0,42.7,25.6,0.0,7.766990291262135,1,0,1,0
1666.0,60.3,41.9,0.0,4.854368932038835,1,0,1,0
1090.0,67.1,46.9,47.63,6.796116504854369,1,0,0,1
682.0,46.3,33.2,0.04,9.70873786407767,1,0,1,0
873.0,58.4,35.8,14.41,0.0,0,1,1,0
1446.0,72.7,50.9,0.0,0.0,1,0,1,0
1367.0,74.8,41.0,0.0,37.86407766990291,1,0,1,0
