population,daily_high_temperature,daily_low_temperature,daily_precipitation,lockdown_percentage,gender_Male,gender_Male and Female,political_affiliation_purple,political_affiliation_red
755.0,65.2,57.9,135.16,0.0,0,1,1,0
1089.0,54.4,40.5,1.35,6.796116504854369,1,0,0,1
905.0,49.0,26.3,0.02,0.0,1,0,0,0
1687.0,65.9,44.3,0.0,9.70873786407767,1,0,1,0
1080.0,55.0,33.4,0.0,0.0,0,1,1,0
1352.0,55.4,41.6,3.5,34.95145631067961,1,0,0,1
899.0,60.4,49.7,0.09,2.912621359223301,1,0,0,0
1344.0,56.5,48.5,0.32,8.737864077669903,1,0,0,0
662.0,80.7,63.4,2.31,0.0,1,0,0,1
1368.0,59.5,48.5,0.0,0.0,1,0,0,1
1280.0,35.5,33.1,11.45,35.92233009708738,1,0,1,0
963.0,43.7,32.7,0.0,0.0,0,1,1,0
1033.0,49.9,40.8,11.35,0.0,1,0,0,0
1579.0,68.2,44.4,0.14,35.92233009708738,1,0,1,0
2252.0,63.6,49.2,0.01,11.650485436893204,1,0,0,0
1276.0,74.9,55.4,0.0,47.57281553398058,1,0,1,0
1081.0,37.9,23.4,0.01,7.766990291262135,1,0,0,0
834.0,77.0,55.4,0.0,0.0,1,0,1,0
1411.0,71.1,51.1,0.12,0.0,0,1,0,1
1554.0,75.7,48.1,0.0,12.62135922330097,1,0,0,1
1234.0,51.7,34.0,0.0,1.9417475728155338,1,0,1,0
993.0,45.7,29.7,0.0,2.912621359223301,1,0,1,0
1144.0,64.1,40.4,0.0,0.0,1,0,0,1
3749.0,66.0,53.8,0.02,0.0,1,0,0,0
1427.0,39.2,25.5,5.14,21.35922330097087,1,0,0,1
1781.0,65.7,60.9,49.25,8.737864077669903,1,0,0,1
1588.0,51.6,44.2,1.75,0.0,0,0,0,1
1162.0,55.0,46.0,0.02,20.388349514563107,0,1,1,0
1594.0,38.4,33.3,0.76,15.66265060240964,1,0,0,0
838.0,52.9,49.9,47.53,2.912621359223301,1,0,1,0
294.0,51.0,36.6,0.0,0.0,1,0,1,0
962.0,88.6,76.8,2.94,0.0,1,0,1,0
1368.0,61.7,28.6,0.0,1.9417475728155338,1,0,1,0
940.0,62.2,37.6,0.0,0.0,1,0,0,1
1043.0,59.0,41.8,0.0,18.446601941747574,1,0,1,0
1451.0,67.1,47.8,0.0,0.0,1,0,1,0
934.0,66.1,61.7,0.0,0.0,1,0,0,0
930.0,38.7,32.6,17.39,0.0,1,0,0,0
574.0,33.3,32.4,6.58,0.0,1,0,0,0
585.0,28.7,18.9,0.02,0.0,1,0,0,0
1847.0,82.9,63.4,0.01,0.0,1,0,1,0
287.0,60.8,46.1,0.02,39.80582524271845,0,1,1,0
1196.0,51.2,39.6,0.08,1.9417475728155338,1,0,1,0
1098.0,47.5,39.2,2.12,0.0,1,0,0,1
1263.0,39.7,25.7,0.0,0.9708737864077669,0,1,0,1
1328.0,42.3,36.4,3.1,4.854368932038835,0,1,0,0
792.0,63.4,50.1,0.0,0.0,1,0,1,0
1443.0,93.6,65.7,0.0,19.41747572815534,1,0,0,1
1483.0,79.1,67.4,1.25,0.0,1,0,1,0
546.0,54.5,46.9,1.02,0.0,0,1,0,0
2157.0,78.4,50.2,0.0,11.650485436893204,1,0,0,0
1198.0,77.6,70.0,7.09,18.446601941747574,1,0,1,0
1367.0,66.6,48.4,0.0,37.86407766990291,1,0,1,0
1539.0,65.2,47.8,21.83,0.0,1,0,0,1
1150.0,45.7,32.6,0.01,10.679611650485436,1,0,0,0
259.0,75.1,68.8,0.39,0.0,0,1,0,0
1154.0,63.9,50.6,4.57,0.0,1,0,0,1
1386.0,61.7,41.5,0.0,0.0,1,0,0,1
1645.0,29.8,16.3,8.21,16.50485436893204,1,0,0,1
1064.0,38.3,28.4,12.98,7.766990291262135,1,0,0,0
1236.0,75.9,59.5,0.01,0.0,1,0,1,0
1522.0,66.7,38.8,0.0,0.0,1,0,0,1
1046.0,48.7,37.9,34.68,7.766990291262135,1,0,0,0
409.0,43.6,27.1,0.0,0.0,1,0,0,1
1287.0,49.8,27.9,10.62,35.92233009708738,1,0,1,0
1051.0,66.6,59.8,0.18,17.475728155339805,1,0,1,0
1117.0,58.7,38.2,0.0,0.0,1,0,0,1
1244.0,43.0,34.3,0.19,0.0,0,1,0,0
512.0,33.6,30.9,14.33,0.0,0,1,0,0
1065.0,57.5,45.6,0.02,0.0,1,0,1,0
2008.0,58.9,42.1,0.0,18.446601941747574,1,0,1,0
0.0,24.2,18.4,0.0,100.0,1,0,0,0
1116.0,62.2,43.4,0.0,61.76470588235294,1,0,0,0
1525.0,46.7,22.1,0.01,4.854368932038835,1,0,0,1
1452.0,57.4,40.7,0.0,0.0,1,0,0,1
1449.0,9.8,-4.6,0.03,21.35922330097087,1,0,0,1
1421.0,65.9,39.7,0.0,34.95145631067961,1,0,0,1
1133.0,46.0,31.4,0.05,0.0,1,0,0,1
333.0,46.1,26.1,0.0,0.0,1,0,1,0
1655.0,62.5,49.1,16.18,4.854368932038835,1,0,0,1
1127.0,83.5,63.3,0.0,1.9417475728155338,1,0,1,0
1548.0,53.8,47.1,3.68,4.854368932038835,1,0,0,1
1562.0,85.1,72.2,21.29,35.92233009708738,1,0,1,0
2014.0,72.7,54.5,0.0,49.51456310679612,1,0,1,0
1597.0,54.5,39.0,0.0,4.854368932038835,1,0,0,0
1163.0,62.0,45.7,0.06,21.35922330097087,1,0,0,0
1215.0,74.4,56.6,0.03,0.0,1,0,0,1
2315.0,54.2,44.6,18.76,11.650485436893204,1,0,0,0
1386.0,65.7,59.3,68.6,0.0,1,0,0,1
1101.0,92.3,64.2,0.0,0.0,1,0,1,0
1408.0,65.9,47.8,3.11,14.563106796116504,1,0,1,0
963.0,42.1,28.0,0.04,0.0,0,1,1,0
1072.0,80.5,55.0,0.0,17.475728155339805,1,0,1,0
434.0,49.6,33.6,0.02,2.912621359223301,1,0,0,0
411.0,-0.7,-13.3,0.23,0.0,1,0,0,1
1051.0,63.5,49.4,5.8,0.0,1,0,1,0
1434.0,41.1,27.2,25.64,21.35922330097087,1,0,0,1
2043.0,55.8,30.2,0.0,13.592233009708737,0,1,0,1
1410.0,47.1,32.9,0.0,34.95145631067961,1,0,0,1
1434.0,43.7,19.7,0.12,21.35922330097087,1,0,0,1
797.0,91.8,59.5,0.0,0.0,1,0,1,0
952.0,60.6,54.5,0.0,0.0,1,0,0,0
1150.0,75.9,58.0,0.0,1.9417475728155338,1,0,1,0
334.0,77.0,31.8,0.0,0.0,1,0,1,0
1410.0,50.2,28.8,0.0,34.95145631067961,1,0,0,1
1040.0,51.8,32.0,0.0,10.679611650485436,1,0,0,1
1599.0,41.7,31.0,3.56,16.50485436893204,1,0,0,1
1607.0,33.3,27.5,0.0,15.66265060240964,1,0,0,0
1431.0,38.0,20.6,0.0,11.650485436893204,1,0,1,0
1080.0,53.8,29.5,0.0,0.0,0,1,1,0
603.0,42.0,18.8,0.0,0.0,1,0,0,1
1454.0,56.7,32.1,0.0,11.650485436893204,1,0,1,0
1272.0,71.1,43.7,0.0,0.0,0,1,0,0
234.0,75.1,70.0,31.27,0.0,0,1,0,0
303.0,25.7,15.0,2.98,0.0,1,0,1,0
734.0,76.6,59.2,0.0,0.0,0,1,1,0
1201.0,82.1,69.6,4.78,1.9417475728155338,1,0,1,0
837.0,66.0,60.6,8.59,0.0,1,0,0,1
1378.0,97.7,63.3,0.0,0.0,0,1,0,1
1357.0,70.7,46.2,0.0,0.0,1,0,0,1
574.0,47.9,28.1,0.01,0.0,1,0,0,0
517.0,39.6,36.0,1.52,0.0,0,1,0,0
893.0,66.2,51.3,0.0,2.912621359223301,1,0,0,0
1167.0,67.1,48.0,18.12,0.0,1,0,0,1
1263.0,37.3,33.3,0.71,0.9708737864077669,0,1,0,1
1523.0,69.6,38.1,0.0,26.21359223300971,1,0,0,0
1223.0,52.1,35.6,0.0,4.854368932038835,1,0,0,1
1212.0,76.0,60.3,2.01,0.0,0,1,1,0
1638.0,46.9,35.7,0.01,4.854368932038835,1,0,0,0
1318.0,66.8,43.5,0.0,47.57281553398058,1,0,1,0
1398.0,61.1,46.0,0.0,14.563106796116504,1,0,1,0
1138.0,96.4,73.9,0.15,18.446601941747574,1,0,1,0
1502.0,69.9,55.9,0.45,0.0,1,0,0,1
1767.0,42.1,30.1,0.01,8.737864077669903,1,0,0,1
654.0,79.4,54.4,0.0,0.0,1,0,1,0
602.0,83.6,62.6,0.0,0.0,0,1,0,0
1307.0,81.4,64.2,0.04,47.57281553398058,1,0,1,0
1300.0,38.8,27.9,0.79,4.854368932038835,0,1,0,0
3810.0,56.3,30.2,39.84,0.0,1,0,0,0
957.0,41.0,33.0,0.02,1.9417475728155338,1,0,1,0
726.0,66.9,55.7,0.0,0.0,0,1,1,0
1558.0,72.9,51.4,0.0,35.92233009708738,1,0,1,0
1571.0,81.3,63.5,7.28,35.92233009708738,1,0,1,0
845.0,57.1,48.5,0.19,2.912621359223301,1,0,1,0
493.0,60.9,44.9,0.11,0.0,0,1,0,0
63.0,54.4,47.7,5.24,0.0,1,0,0,1
419.0,54.4,41.8,24.09,0.0,1,0,0,1
834.0,51.4,36.8,0.02,2.912621359223301,1,0,1,0
673.0,55.7,44.9,4.13,9.70873786407767,1,0,1,0
677.0,47.0,32.6,0.0,9.70873786407767,1,0,1,0
1155.0,57.6,39.6,0.0,0.0,1,0,0,1
680.0,36.7,23.2,0.8,9.70873786407767,1,0,1,0
1279.0,41.0,27.7,0.03,0.9708737864077669,0,1,0,1
789.0,41.0,30.0,0.0,0.0,0,0,0,0
1152.0,77.7,69.9,4.25,70.87378640776699,0,1,0,1
1193.0,72.7,46.8,0.0,20.388349514563107,0,1,1,0
1508.0,66.6,35.6,0.02,29.126213592233007,1,0,0,1
1350.0,57.5,38.6,0.0,11.650485436893204,1,0,1,0
58.0,68.1,49.7,44.22,0.0,1,0,0,1
446.0,48.2,28.2,0.0,0.0,1,0,0,1
929.0,73.5,61.0,0.0,0.0,1,0,0,0
1349.0,91.6,53.8,0.0,8.737864077669903,1,0,0,0
1309.0,42.9,26.8,0.0,0.0,1,0,0,0
292.0,60.9,42.1,12.04,0.0,1,0,1,0
958.0,62.9,54.4,4.33,3.8834951456310676,1,0,1,0
2013.0,64.8,48.6,0.0,18.446601941747574,1,0,1,0
1508.0,56.1,38.7,0.0,0.0,1,0,0,1
1159.0,48.8,41.6,28.97,0.0,1,0,0,1
1282.0,52.9,36.1,0.0,0.9708737864077669,0,1,0,1
1552.0,69.1,62.4,117.29,0.0,0,0,0,1
1059.0,21.0,10.9,0.0,10.679611650485436,1,0,0,1
1134.0,35.9,32.6,0.94,0.0,1,0,0,1
1016.0,59.2,41.5,0.0,2.912621359223301,1,0,1,0
2018.0,67.7,44.2,56.54,18.446601941747574,1,0,1,0
700.0,55.6,38.9,0.0,0.0,1,0,1,0
2002.0,63.0,44.7,0.0,15.66265060240964,1,0,0,0
1469.0,58.3,47.0,0.24,8.737864077669903,1,0,0,0
1349.0,64.1,49.2,42.82,6.796116504854369,1,0,0,1
1930.0,40.1,21.5,0.0,0.0,1,0,1,0
449.0,84.6,72.1,2.42,0.0,1,0,1,0
1417.0,41.2,33.9,0.03,6.796116504854369,0,1,0,0
1080.0,68.9,50.7,19.69,10.679611650485436,1,0,0,1
1183.0,94.6,68.9,0.0,10.679611650485436,1,0,0,1
1045.0,39.3,27.2,26.53,27.184466019417474,1,0,1,0
1033.0,46.5,21.3,0.0,0.0,1,0,0,0
1321.0,68.1,44.1,0.0,0.0,1,0,0,0
1253.0,42.0,35.5,2.61,0.0,1,0,0,1
947.0,72.7,51.5,0.01,0.0,1,0,1,0
3805.0,51.6,41.0,0.0,0.0,1,0,0,0
3769.0,60.4,36.5,0.0,0.0,1,0,0,0
1070.0,59.7,41.1,0.0,10.679611650485436,1,0,0,1
1330.0,59.2,45.0,0.0,4.854368932038835,0,1,0,0
1850.0,39.2,29.4,0.0,15.66265060240964,1,0,0,0
1710.0,34.3,29.1,1.62,15.66265060240964,1,0,0,0
820.0,46.9,37.0,0.01,0.0,1,0,1,0
842.0,65.6,45.3,14.99,2.912621359223301,1,0,1,0
1565.0,62.4,55.6,0.0,35.92233009708738,1,0,1,0
327.0,50.6,37.7,0.09,0.0,1,0,1,0
1116.0,78.6,50.1,0.0,0.0,1,0,0,1
1153.0,69.8,57.8,0.04,10.679611650485436,1,0,0,0
1777.0,57.8,45.7,12.82,8.737864077669903,1,0,0,1
1549.0,42.9,30.5,0.0,0.0,1,0,1,0
251.0,76.1,68.5,0.42,0.0,0,1,0,0
419.0,44.0,32.3,0.05,0.0,1,0,0,1
1473.0,85.3,61.0,0.0,0.0,1,0,0,1
1060.0,54.0,37.3,0.0,10.679611650485436,1,0,0,1
432.0,32.1,22.6,0.06,0.0,1,0,0,1
1711.0,66.4,49.0,0.03,0.0,1,0,1,0
1651.0,64.4,53.8,0.0,18.446601941747574,1,0,1,0
971.0,77.2,66.6,0.22,0.0,1,0,1,0
777.0,84.0,51.3,0.0,0.0,1,0,1,0
644.0,58.6,46.8,0.01,0.0,1,0,1,0
1262.0,60.5,46.0,0.0,43.689320388349515,1,0,0,0
1574.0,55.0,38.7,0.0,4.854368932038835,1,0,0,1
1125.0,60.5,46.2,0.93,17.475728155339805,1,0,1,0
1477.0,33.1,19.4,10.29,26.21359223300971,1,0,0,0
1653.0,90.2,64.2,0.0,0.0,0,0,0,1
1107.0,60.1,40.3,0.0,10.679611650485436,1,0,0,1
1685.0,66.6,51.1,0.0,18.446601941747574,1,0,1,0
1176.0,61.3,48.8,4.88,21.35922330097087,1,0,0,0
1384.0,49.1,31.8,0.0,19.41747572815534,1,0,0,1
668.0,49.7,35.4,0.24,0.0,1,0,1,0
966.0,41.2,27.0,0.16,7.766990291262135,1,0,1,0
1241.0,61.9,39.5,0.0,4.854368932038835,1,0,0,1
877.0,45.1,32.5,0.0,0.0,0,1,1,0
828.0,61.4,44.7,0.01,0.0,1,0,0,1
1091.0,50.7,36.4,0.0,0.0,1,0,1,0
956.0,61.5,35.1,0.0,3.8834951456310676,1,0,1,0
1313.0,51.3,37.5,0.0,0.0,1,0,0,0
942.0,71.0,62.1,0.01,0.9708737864077669,0,1,1,0
1248.0,50.2,38.5,6.71,0.0,1,0,1,0
1378.0,95.4,59.2,0.0,0.0,0,1,0,1
2031.0,54.5,35.9,0.45,13.592233009708737,0,1,0,1
484.0,56.1,39.1,0.0,0.0,0,1,0,0
821.0,57.0,36.0,2.02,0.0,1,0,0,1
1007.0,41.3,28.6,0.0,1.9417475728155338,1,0,1,0
962.0,46.6,32.3,0.0,3.8834951456310676,1,0,1,0
1287.0,44.6,36.0,0.0,35.92233009708738,1,0,1,0
1559.0,62.8,46.9,22.59,4.854368932038835,1,0,0,1
768.0,50.7,33.9,0.0,0.0,0,0,0,0
1709.0,64.2,49.9,53.92,9.70873786407767,1,0,1,0
1644.0,58.5,41.8,0.0,4.854368932038835,1,0,1,0
1297.0,53.1,36.2,0.0,4.854368932038835,0,1,0,0
964.0,82.4,74.1,0.36,0.9708737864077669,0,1,1,0
742.0,36.0,25.5,0.0,0.0,0,0,0,0
324.0,64.2,40.7,0.0,0.0,1,0,1,0
743.0,53.1,33.6,0.0,0.0,0,0,0,0
436.0,31.6,21.8,3.87,2.912621359223301,1,0,0,0
673.0,50.3,36.9,0.3,9.70873786407767,1,0,1,0
1203.0,86.6,52.5,0.0,61.76470588235294,1,0,0,0
1276.0,60.8,43.0,0.4,0.0,0,1,0,1
1436.0,78.6,63.0,0.0,6.796116504854369,0,1,0,0
1504.0,58.1,37.6,32.6,0.0,1,0,0,1
795.0,44.0,31.0,0.0,3.8834951456310676,1,0,0,0
1473.0,83.9,58.9,9.57,6.796116504854369,1,0,0,1
1262.0,60.6,46.3,0.0,43.689320388349515,1,0,0,0
2288.0,62.6,47.4,0.0,11.650485436893204,1,0,0,0
1466.0,61.7,37.2,0.0,11.650485436893204,1,0,1,0
1569.0,59.6,35.6,0.0,12.62135922330097,1,0,0,1
1610.0,49.1,33.5,0.04,0.0,0,0,0,1
3805.0,50.0,39.2,0.0,0.0,1,0,0,0
3810.0,42.8,33.6,1.28,0.0,1,0,0,0
1667.0,79.7,52.8,0.19,25.24271844660194,1,0,0,1
1321.0,54.4,42.4,0.01,0.0,1,0,0,0
1378.0,95.4,59.2,0.0,0.0,0,1,0,1
1075.0,44.0,29.2,0.04,2.912621359223301,1,0,1,0
803.0,44.8,40.2,10.46,0.0,1,0,1,0
910.0,52.5,28.6,0.0,0.0,1,0,1,0
1149.0,48.5,38.3,0.04,27.184466019417474,1,0,1,0
1572.0,58.6,38.1,1.41,4.854368932038835,1,0,0,0
1595.0,38.2,29.8,18.57,4.854368932038835,1,0,0,0
801.0,42.9,35.0,0.26,3.8834951456310676,1,0,0,0
0.0,45.4,40.1,0.08,100.0,1,0,0,0
787.0,46.7,39.8,0.0,12.62135922330097,0,1,0,0
695.0,54.9,29.5,0.0,0.0,0,0,0,1
255.0,74.9,68.8,0.83,0.0,0,1,0,0
1902.0,34.4,30.2,2.47,0.0,1,0,1,0
699.0,71.1,46.2,0.0,0.9708737864077669,0,0,1,0
1473.0,83.9,58.9,9.57,6.796116504854369,1,0,0,1
1652.0,60.8,37.0,2.24,4.854368932038835,1,0,1,0
1175.0,78.9,60.8,0.0,20.388349514563107,0,1,1,0
1678.0,45.8,27.9,0.02,32.038834951456316,1,0,0,1
512.0,73.5,53.6,0.16,0.0,1,0,0,1
928.0,55.0,41.0,0.36,0.0,1,0,1,0
874.0,50.5,31.1,0.0,2.912621359223301,1,0,1,0
1061.0,57.2,46.3,0.82,10.679611650485436,1,0,0,1
1127.0,27.0,11.3,0.0,10.679611650485436,1,0,0,0
892.0,50.5,44.9,18.27,0.0,0,1,1,0
920.0,63.1,59.5,1.25,2.912621359223301,1,0,1,0
1632.0,66.4,41.0,0.0,16.50485436893204,1,0,0,1
434.0,73.9,63.1,0.08,0.0,1,0,1,0
973.0,34.9,28.6,0.01,2.912621359223301,1,0,1,0
1460.0,37.9,29.2,1.41,1.9417475728155338,1,0,1,0
1574.0,41.7,26.6,0.0,29.126213592233007,1,0,0,1
1066.0,59.6,47.7,0.01,10.679611650485436,1,0,0,1
1244.0,39.1,31.8,0.87,1.9417475728155338,1,0,1,0
1887.0,57.7,49.5,0.02,0.0,1,0,1,0
1158.0,68.6,59.6,6.64,18.446601941747574,1,0,1,0
1202.0,60.2,43.5,0.0,0.0,0,1,1,0
2060.0,64.2,45.8,0.0,49.51456310679612,1,0,1,0
1149.0,59.5,42.2,0.0,18.446601941747574,1,0,1,0
1092.0,66.6,36.0,0.0,0.0,1,0,1,0
468.0,74.1,61.6,47.45,0.0,1,0,1,0
1406.0,42.5,23.4,0.47,26.21359223300971,1,0,0,0
514.0,37.2,34.7,7.85,0.0,0,1,0,0
1509.0,46.8,29.7,0.0,0.0,0,1,0,1
1563.0,60.8,44.7,0.0,20.388349514563107,0,1,0,0
1118.0,58.9,42.1,0.0,18.446601941747574,1,0,1,0
1387.0,73.8,39.9,0.0,37.86407766990291,1,0,1,0
736.0,99.0,77.9,0.0,0.0,0,1,1,0
950.0,86.9,52.0,0.0,0.0,1,0,1,0
1277.0,54.3,44.1,3.39,0.0,0,1,0,0
314.0,53.6,39.2,3.92,39.80582524271845,0,1,1,0
1744.0,61.0,48.4,0.0,8.737864077669903,1,0,0,1
458.0,48.4,39.1,0.7,0.0,1,0,0,1
1288.0,72.3,39.0,0.0,0.0,0,1,0,1
1159.0,39.1,29.4,33.72,11.650485436893204,1,0,1,0
304.0,48.3,22.4,40.08,0.0,1,0,1,0
706.0,73.0,65.4,4.84,0.0,0,1,1,0
625.0,61.0,50.2,0.14,0.0,0,1,0,0
794.0,34.1,20.5,0.12,0.9708737864077669,1,0,1,0
484.0,47.8,25.9,0.0,0.0,1,0,1,0
1503.0,58.3,39.6,0.0,29.126213592233007,1,0,0,1
1297.0,52.2,34.0,0.0,0.0,0,1,0,1
1125.0,61.7,50.1,0.0,17.475728155339805,1,0,1,0
1640.0,48.5,41.5,3.61,16.50485436893204,1,0,0,1
866.0,64.8,43.9,0.0,2.912621359223301,1,0,0,0
1651.0,49.7,32.8,0.0,4.854368932038835,1,0,0,1
1126.0,28.2,8.8,0.0,0.0,1,0,0,1
1053.0,36.1,19.6,0.05,0.0,1,0,0,0
293.0,50.4,40.0,0.07,0.0,1,0,1,0
433.0,72.9,63.1,0.02,0.0,1,0,1,0
1389.0,47.3,44.1,18.53,8.737864077669903,1,0,0,0
648.0,62.2,52.3,0.0,0.0,0,1,0,0
1129.0,69.4,42.3,0.0,61.76470588235294,1,0,0,0
430.0,65.3,45.5,0.6,0.0,1,0,0,1
656.0,69.2,46.6,0.0,0.0,0,0,0,0
1263.0,58.0,25.0,0.0,1.9417475728155338,1,0,1,0
807.0,18.2,10.6,3.11,0.0,1,0,1,0
1064.0,64.9,52.9,0.03,17.475728155339805,1,0,1,0
1508.0,62.1,41.9,0.0,0.0,1,0,0,1
997.0,49.6,42.6,14.19,6.796116504854369,0,1,0,0
1367.0,69.1,41.4,0.0,37.86407766990291,1,0,1,0
1594.0,44.8,33.0,3.54,4.854368932038835,1,0,0,0
643.0,55.5,51.3,8.12,0.0,0,1,0,0
1256.0,61.5,43.9,0.0,0.0,1,0,0,1
1619.0,54.7,46.9,1.18,4.854368932038835,1,0,0,0
827.0,77.3,56.6,0.0,0.0,1,0,0,1
458.0,53.1,32.2,4.16,0.0,1,0,0,1
1412.0,67.2,52.3,0.0,14.563106796116504,1,0,1,0
2288.0,60.0,47.8,1.91,11.650485436893204,1,0,0,0
1404.0,50.8,32.4,0.0,11.650485436893204,1,0,1,0
1283.0,43.2,28.4,0.02,0.0,1,0,0,1
1642.0,91.9,52.0,0.0,20.388349514563107,0,1,0,0
574.0,39.5,33.8,0.22,0.0,1,0,0,0
2056.0,79.8,66.0,0.06,49.51456310679612,1,0,1,0
1357.0,72.1,55.2,0.0,0.0,1,0,0,1
1015.0,51.6,42.3,0.39,61.76470588235294,1,0,0,0
1669.0,96.4,73.9,0.15,18.446601941747574,1,0,1,0
839.0,68.0,43.4,0.0,0.9708737864077669,1,0,1,0
997.0,93.0,67.1,2.74,10.679611650485436,1,0,0,1
979.0,63.0,37.8,0.0,0.0,0,0,1,0
1259.0,36.2,26.1,0.39,1.9417475728155338,1,0,1,0
907.0,56.1,48.3,19.58,2.912621359223301,1,0,0,0
878.0,78.2,66.1,0.0,0.9708737864077669,0,1,1,0
1118.0,40.5,26.4,0.0,10.679611650485436,1,0,0,0
919.0,34.0,23.7,0.22,0.0,1,0,0,0
1355.0,54.9,43.5,0.27,11.650485436893204,1,0,1,0
1633.0,54.4,36.8,0.0,4.854368932038835,1,0,0,1
1282.0,33.5,21.6,1.09,78.64077669902912,1,0,1,0
1140.0,61.6,43.5,0.0,0.0,1,0,0,1
1638.0,62.9,42.0,0.0,32.038834951456316,1,0,0,1
846.0,54.2,33.4,0.0,2.912621359223301,1,0,1,0
1127.0,20.8,13.4,3.64,11.650485436893204,1,0,1,0
966.0,57.3,22.3,0.0,0.0,1,0,0,0
1163.0,65.4,41.3,0.0,21.35922330097087,1,0,0,0
1110.0,60.1,40.8,0.0,10.679611650485436,1,0,0,1
1056.0,56.7,52.5,15.09,61.76470588235294,1,0,0,0
1641.0,53.1,33.1,0.0,25.24271844660194,1,0,0,1
1554.0,62.0,43.1,0.0,0.0,0,0,0,1
511.0,32.3,28.7,20.33,2.912621359223301,1,0,0,0
1451.0,67.8,46.8,0.0,0.0,1,0,1,0
1214.0,63.6,46.9,0.0,4.854368932038835,1,0,0,1
1215.0,70.1,65.6,37.72,0.0,1,0,0,1
1462.0,54.8,41.2,0.72,0.0,1,0,1,0
776.0,46.9,41.7,0.55,12.62135922330097,0,1,0,0
893.0,60.7,43.7,0.14,0.0,0,1,1,0
913.0,73.3,61.6,3.9,3.8834951456310676,0,1,1,0
883.0,63.1,46.4,0.0,2.912621359223301,1,0,0,0
1631.0,74.3,51.7,0.0,18.446601941747574,1,0,1,0
920.0,71.0,53.6,0.01,2.912621359223301,1,0,1,0
694.0,80.8,49.1,0.0,0.0,0,0,0,0
590.0,42.0,36.8,19.91,0.0,1,0,0,1
1108.0,66.2,44.6,0.0,10.679611650485436,1,0,0,1
1176.0,90.5,74.7,2.67,70.87378640776699,0,1,0,1
961.0,72.5,55.9,0.0,3.8834951456310676,0,1,1,0
688.0,71.5,47.3,0.0,0.9708737864077669,0,0,1,0
1227.0,73.1,58.3,4.15,0.0,0,1,1,0
1102.0,75.0,47.7,0.0,17.475728155339805,1,0,1,0
799.0,54.1,42.7,22.98,0.0,1,0,1,0
1119.0,51.4,30.6,0.0,11.650485436893204,1,0,1,0
1569.0,70.2,48.2,0.0,35.92233009708738,1,0,1,0
2075.0,71.3,53.6,0.0,49.51456310679612,1,0,1,0
917.0,51.1,34.0,0.0,0.0,0,1,1,0
1661.0,64.0,47.7,0.0,4.854368932038835,1,0,1,0
1353.0,77.8,61.2,4.23,0.0,1,0,0,1
689.0,60.2,45.5,0.54,0.0,0,0,0,0
1551.0,53.6,26.3,0.0,4.854368932038835,1,0,0,1
1098.0,98.6,73.7,0.0,17.475728155339805,1,0,1,0
1570.0,57.4,42.0,0.47,4.854368932038835,1,0,0,1
1292.0,40.4,31.2,4.36,0.0,1,0,0,1
2016.0,83.3,56.1,0.0,11.650485436893204,1,0,0,0
3879.0,32.1,23.5,4.77,0.0,1,0,0,0
501.0,69.7,62.3,9.3,0.0,0,1,0,0
1514.0,34.2,17.1,6.29,26.21359223300971,1,0,0,0
1257.0,41.4,34.2,1.04,0.0,0,1,0,0
1698.0,66.4,54.9,0.33,0.0,1,0,1,0
1278.0,49.9,33.5,0.0,0.0,0,1,0,0
979.0,59.9,45.0,11.57,0.0,0,0,1,0
1477.0,33.3,18.1,0.51,26.21359223300971,1,0,0,0
1678.0,48.9,42.9,13.75,32.038834951456316,1,0,0,1
980.0,40.2,27.5,0.0,1.9417475728155338,1,0,1,0
1239.0,100.4,65.5,0.0,20.388349514563107,0,1,1,0
602.0,79.2,61.3,0.0,0.0,0,1,0,0
433.0,33.4,15.1,0.02,0.0,1,0,0,1
331.0,59.0,19.2,0.0,0.0,1,0,1,0
1144.0,68.7,45.0,0.0,27.184466019417474,1,0,1,0
1777.0,53.2,37.9,3.28,8.737864077669903,1,0,0,1
2298.0,58.3,43.1,0.0,11.650485436893204,1,0,0,0
1051.0,73.0,52.0,0.0,0.0,1,0,1,0
1115.0,60.1,29.6,0.0,6.796116504854369,1,0,0,1
1303.0,47.5,29.5,0.0,0.0,1,0,0,1
645.0,62.8,56.5,0.02,0.0,0,1,0,0
1789.0,93.4,59.2,0.0,22.330097087378643,1,0,0,1
1729.0,76.6,57.5,0.05,0.0,1,0,1,0
1837.0,52.9,38.1,0.0,22.330097087378643,1,0,0,1
984.0,97.0,72.6,0.0,0.0,0,0,1,0
1594.0,38.4,33.3,0.76,15.66265060240964,1,0,0,0
962.0,41.4,24.3,0.0,53.398058252427184,1,0,1,0
934.0,49.6,33.6,0.0,0.0,1,0,0,1
1102.0,48.7,35.1,0.42,0.0,1,0,0,1
1431.0,79.0,56.8,36.05,34.95145631067961,1,0,0,1
1559.0,71.8,47.9,0.0,35.92233009708738,1,0,1,0
1307.0,45.2,23.0,0.0,0.0,1,0,0,0
1115.0,49.2,31.7,0.0,0.0,1,0,0,1
956.0,53.1,40.5,1.64,3.8834951456310676,1,0,1,0
2009.0,79.3,63.5,0.33,4.854368932038835,1,0,0,1
1157.0,78.7,66.3,0.0,70.87378640776699,0,1,0,1
677.0,41.8,36.4,5.33,18.446601941747574,1,0,0,0
