ds,yhat,title,zip,avgtemp_f,totalprecip_mm,lockdown_probability
2024-05-05 22:08:05,997.1423353302782,FMC DEVENS,01432,60.0,0.0,0.4916632575620354
2024-05-06 22:08:05,998.283195064898,FMC DEVENS,01432,60.0,0.0,0.49167555730223045
2024-05-07 22:08:05,1000.5995966675881,FMC DEVENS,01432,60.0,0.0,0.49170053072568337
2024-05-08 22:08:05,1002.7781685115233,FMC DEVENS,01432,60.0,0.0,0.49172401822658834
2024-05-01 22:08:21,223.8417429704391,FCI DUBLIN,94568,57.9,0.0,0.4784370952492121
2024-05-02 22:08:21,223.9321413083107,FCI DUBLIN,94568,60.0,0.0,0.483330282384038
2024-05-03 22:08:21,252.0176787424602,FCI DUBLIN,94568,60.0,0.0,0.4836328292944511
2024-05-04 22:08:21,226.7562549059037,FCI DUBLIN,94568,60.0,0.0,0.48336070414215987
2024-05-05 22:08:21,213.64253662918634,FCI DUBLIN,94568,60.0,0.0,0.4832194423284208
2024-05-06 22:08:21,187.81160123763135,FCI DUBLIN,94568,60.0,0.0,0.482941197702091
2024-05-07 22:08:21,217.78134679472487,FCI DUBLIN,94568,60.0,0.0,0.4832640255682135
2024-05-08 22:08:21,211.36686156813926,FCI DUBLIN,94568,60.0,0.0,0.4831949288832547
2024-05-01 22:08:38,566.6685468137175,FPC DULUTH,55811,48.0,21.57,0.5408367750967744
2024-05-02 22:08:38,569.5767552119069,FPC DULUTH,55811,40.7,13.32,0.49260211045203933
2024-05-03 22:08:38,577.2655095976417,FPC DULUTH,55811,60.0,0.0,0.48713732611943006
2024-05-04 22:08:38,577.0887360725649,FPC DULUTH,55811,60.0,0.0,0.4871354210362982
2024-05-05 22:08:38,576.90031009291,FPC DULUTH,55811,60.0,0.0,0.4871333903754142
2024-05-06 22:08:38,581.3944904186737,FPC DULUTH,55811,60.0,0.0,0.48718182413168754
2024-05-07 22:08:38,582.025431423037,FPC DULUTH,55811,60.0,0.0,0.487188623798658
2024-05-08 22:08:38,582.0784347180384,FPC DULUTH,55811,60.0,0.0,0.4871891950167086
2024-05-01 22:08:53,2037.5995529280062,FCI EDGEFIELD,29824,69.7,0.03,0.5256050146367931
2024-05-02 22:08:53,2038.043218604053,FCI EDGEFIELD,29824,72.2,0.0,0.5313099182707227
2024-05-03 22:08:53,2039.2870840151506,FCI EDGEFIELD,29824,60.0,0.0,0.5029010546698
2024-05-04 22:08:53,2038.2466295128543,FCI EDGEFIELD,29824,60.0,0.0,0.5028898346715261
2024-05-05 22:08:53,2041.4657933914211,FCI EDGEFIELD,29824,60.0,0.0,0.5029245493113489
2024-05-06 22:08:53,2037.85129680417,FCI EDGEFIELD,29824,60.0,0.0,0.5028855715027919
2024-05-07 22:08:53,2039.9097051147146,FCI EDGEFIELD,29824,60.0,0.0,0.5029077688569112
2024-05-08 22:08:53,2040.2230323059332,FCI EDGEFIELD,29824,60.0,0.0,0.5029111476970173
2024-05-01 22:09:11,1213.1829031599486,FCI EL RENO,73036,70.9,8.65,0.5520783164543119
2024-05-02 22:09:11,1214.5206356284477,FCI EL RENO,73036,68.3,7.65,0.5423177387195598
2024-05-03 22:09:11,1214.172723353501,FCI EL RENO,73036,60.0,0.0,0.49400325175264154
2024-05-04 22:09:11,1216.9084808841571,FCI EL RENO,73036,60.0,0.0,0.4940327502365278
2024-05-05 22:09:11,1216.233481857405,FCI EL RENO,73036,60.0,0.0,0.49402547201165786
2024-05-06 22:09:11,1219.6843049644392,FCI EL RENO,73036,60.0,0.0,0.4940626807830586
2024-05-07 22:09:11,1216.4258239013338,FCI EL RENO,73036,60.0,0.0,0.4940275459531277
2024-05-08 22:09:11,1217.10157294349,FCI EL RENO,73036,60.0,0.0,0.49403483226581496
2024-05-01 22:09:27,1854.0200828295488,FCI ELKTON,44432,60.1,0.17,0.501781960063608
2024-05-02 22:09:27,1853.561512363606,FCI ELKTON,44432,60.9,0.0,0.502997915674441
2024-05-03 22:09:27,1853.3117517264513,FCI ELKTON,44432,60.0,0.0,0.5008955080516121
2024-05-04 22:09:27,1852.6421051100253,FCI ELKTON,44432,60.0,0.0,0.5008882865326288
2024-05-05 22:09:27,1854.9781426477884,FCI ELKTON,44432,60.0,0.0,0.5009134785337835
2024-05-06 22:09:27,1857.342374283742,FCI ELKTON,44432,60.0,0.0,0.5009389745774506
2024-05-07 22:09:27,1858.2175557017438,FCI ELKTON,44432,60.0,0.0,0.5009484125954518
2024-05-08 22:09:27,1856.3782504765925,FCI ELKTON,44432,60.0,0.0,0.5009285773976915
2024-05-01 22:09:44,968.1888897533003,FCI ENGLEWOOD,80123,55.2,1.26,0.48494054285659083
2024-05-02 22:09:44,972.0314980406298,FCI ENGLEWOOD,80123,60.0,0.0,0.4913925373152971
2024-05-03 22:09:44,975.8397236539306,FCI ENGLEWOOD,80123,60.0,0.0,0.49143359352181776
2024-05-04 22:09:44,974.6075615714091,FCI ENGLEWOOD,80123,60.0,0.0,0.4914203096583283
2024-05-05 22:09:44,976.9524157871772,FCI ENGLEWOOD,80123,60.0,0.0,0.49144558939754035
2024-05-06 22:09:44,978.6552156118814,FCI ENGLEWOOD,80123,60.0,0.0,0.49146394721250425
2024-05-07 22:09:44,981.0816068071365,FCI ENGLEWOOD,80123,60.0,0.0,0.49149010607607174
2024-05-08 22:09:44,983.3552384077627,FCI ENGLEWOOD,80123,60.0,0.0,0.4915146180845148
2024-05-01 22:10:00,63.352067968970196,FCI ESTILL,29918,72.0,3.3,0.522105199445114
2024-05-02 22:10:00,62.655848726662676,FCI ESTILL,29918,73.3,0.0,0.5126118314944764
2024-05-03 22:10:00,63.369881259458325,FCI ESTILL,29918,60.0,0.0,0.48160089270226497
2024-05-04 22:10:00,63.102906310783645,FCI ESTILL,29918,60.0,0.0,0.48159801751458003
2024-05-05 22:10:00,62.78950582663745,FCI ESTILL,29918,60.0,0.0,0.4815946423484763
2024-05-06 22:10:00,62.630343683766014,FCI ESTILL,29918,60.0,0.0,0.4815929282526301
2024-05-07 22:10:00,62.85307182872889,FCI ESTILL,29918,60.0,0.0,0.4815953269223169
2024-05-08 22:10:00,63.00868439515512,FCI ESTILL,29918,60.0,0.0,0.4815970027916065
2024-05-01 22:10:17,798.2649456225706,FCI FAIRTON,08320,63.7,1.58,0.5041494632025616
2024-05-02 22:10:17,798.2539065407968,FCI FAIRTON,08320,61.3,0.01,0.4925891356052735
2024-05-03 22:10:17,799.5275842996026,FCI FAIRTON,08320,60.0,0.0,0.4895329153393738
2024-05-04 22:10:17,799.986050943403,FCI FAIRTON,08320,60.0,0.0,0.48953785732783617
2024-05-05 22:10:17,799.9246024393846,FCI FAIRTON,08320,60.0,0.0,0.4895371949506352
2024-05-06 22:10:17,798.6556097681761,FCI FAIRTON,08320,60.0,0.0,0.4895235159958381
2024-05-07 22:10:17,800.8294168840141,FCI FAIRTON,08320,60.0,0.0,0.4895469482993449
2024-05-08 22:10:17,801.2798507295388,FCI FAIRTON,08320,60.0,0.0,0.48955180370486717
2024-05-01 22:10:33,1394.455521831803,FCI FLORENCE,81226,57.7,0.0,0.49058224188483746
2024-05-02 22:10:33,1397.9642831818453,FCI FLORENCE,81226,60.0,0.0,0.49598507866672636
2024-05-03 22:10:33,1400.5848660364281,FCI FLORENCE,81226,60.0,0.0,0.49601333750791565
2024-05-04 22:10:33,1416.831774382452,FCI FLORENCE,81226,60.0,0.0,0.49618853527864953
2024-05-05 22:10:33,1412.773965416504,FCI FLORENCE,81226,60.0,0.0,0.49614477799746376
2024-05-06 22:10:33,1423.612660761047,FCI FLORENCE,81226,60.0,0.0,0.49626165692677005
2024-05-07 22:10:33,1420.7092429867685,FCI FLORENCE,81226,60.0,0.0,0.4962303479186304
2024-05-08 22:10:33,1425.644190287243,FCI FLORENCE,81226,60.0,0.0,0.4962835639446629
2024-05-01 22:10:50,329.0153935671682,USP FLORENCE ADMAX,81226,57.7,0.0,0.4791034847797671
2024-05-02 22:10:50,329.24927347617285,USP FLORENCE ADMAX,81226,60.0,0.0,0.4844648553571735
2024-05-03 22:10:50,328.0841478318468,USP FLORENCE ADMAX,81226,60.0,0.0,0.48445230265490746
2024-05-04 22:10:50,328.49641830676,USP FLORENCE ADMAX,81226,60.0,0.0,0.4844567443268746
2024-05-05 22:10:50,329.01593806532003,USP FLORENCE ADMAX,81226,60.0,0.0,0.4844623414722682
2024-05-06 22:10:50,329.5570676874134,USP FLORENCE ADMAX,81226,60.0,0.0,0.48446817143980037
2024-05-07 22:10:50,329.1106091092348,USP FLORENCE ADMAX,81226,60.0,0.0,0.48446336142927027
2024-05-08 22:10:50,328.9137396656775,USP FLORENCE ADMAX,81226,60.0,0.0,0.48446124041797267
2024-05-01 22:11:06,843.0770415809097,USP FLORENCE - HIGH,81226,57.7,0.0,0.48463983712894215
2024-05-02 22:11:06,843.4056185558395,USP FLORENCE - HIGH,81226,60.0,0.0,0.4900059026950739
2024-05-03 22:11:06,839.8497222987675,USP FLORENCE - HIGH,81226,60.0,0.0,0.4899675709025981
2024-05-04 22:11:06,835.150778685959,USP FLORENCE - HIGH,81226,60.0,0.0,0.48991691748790805
2024-05-05 22:11:06,840.6626973093762,USP FLORENCE - HIGH,81226,60.0,0.0,0.48997633458697143
2024-05-06 22:11:06,837.2820482124048,USP FLORENCE - HIGH,81226,60.0,0.0,0.48993989200468524
2024-05-07 22:11:06,838.5004768518442,USP FLORENCE - HIGH,81226,60.0,0.0,0.48995302635938576
2024-05-08 22:11:06,834.8576081042305,USP FLORENCE - HIGH,81226,60.0,0.0,0.48991375719059854
2024-05-01 22:11:23,1668.5489212060777,FCI FORREST CITY MEDIUM,72335,73.2,0.0,0.5296644481739242
2024-05-02 22:11:23,1669.5351858713964,FCI FORREST CITY MEDIUM,72335,70.3,4.17,0.5387006303690964
2024-05-03 22:11:23,1663.435948955742,FCI FORREST CITY MEDIUM,72335,60.0,0.0,0.4988478697347722
2024-05-04 22:11:23,1664.530722671513,FCI FORREST CITY MEDIUM,72335,60.0,0.0,0.4988596758315764
2024-05-05 22:11:23,1670.9796040668243,FCI FORREST CITY MEDIUM,72335,60.0,0.0,0.49892922092999303
2024-05-06 22:11:23,1668.5133452254372,FCI FORREST CITY MEDIUM,72335,60.0,0.0,0.49890262465137863
2024-05-07 22:11:23,1671.2573022950899,FCI FORREST CITY MEDIUM,72335,60.0,0.0,0.4989322156442008
2024-05-08 22:11:23,1667.237394611375,FCI FORREST CITY MEDIUM,72335,60.0,0.0,0.49888886472826255
2024-05-01 22:11:39,1786.2898256453097,FCI FORREST CITY LOW,72335,73.2,0.0,0.5309295162294411
2024-05-02 22:11:39,1787.0025371842996,FCI FORREST CITY LOW,72335,70.3,4.17,0.53995957226521
2024-05-03 22:11:39,1788.0611167127563,FCI FORREST CITY LOW,72335,60.0,0.0,0.5001918390531758
2024-05-04 22:11:39,1787.720211761554,FCI FORREST CITY LOW,72335,60.0,0.0,0.5001881626976262
2024-05-05 22:11:39,1792.9510690407055,FCI FORREST CITY LOW,72335,60.0,0.0,0.5002445728209615
2024-05-06 22:11:39,1791.7160148024516,FCI FORREST CITY LOW,72335,60.0,0.0,0.5002312538647121
2024-05-07 22:11:39,1795.4686010705127,FCI FORREST CITY LOW,72335,60.0,0.0,0.5002717221530072
2024-05-08 22:11:39,1791.5097822749995,FCI FORREST CITY LOW,72335,60.0,0.0,0.5002290298311713
2024-05-01 22:11:57,4086.3492899526577,FCI FORT DIX,08640,62.5,1.28,0.5356094201161219
2024-05-02 22:11:57,4092.673336451053,FCI FORT DIX,08640,63.5,0.0,0.533161965346257
2024-05-03 22:11:57,4098.348684289271,FCI FORT DIX,08640,60.0,0.0,0.5250851527411463
2024-05-04 22:11:57,4100.84993126709,FCI FORT DIX,08640,60.0,0.0,0.525112058493357
2024-05-05 22:11:57,4108.108789571555,FCI FORT DIX,08640,60.0,0.0,0.5251901407372679
2024-05-06 22:11:57,4115.141832168592,FCI FORT DIX,08640,60.0,0.0,0.5252657927470669
2024-05-07 22:11:57,4119.790349328498,FCI FORT DIX,08640,60.0,0.0,0.5253157946040377
2024-05-08 22:11:57,4120.5021383691155,FCI FORT DIX,08640,60.0,0.0,0.525323450930638
2024-05-01 22:12:12,1508.5716533453174,FMC FORT WORTH,76119,74.3,3.02,0.5419092878212909
2024-05-02 22:12:12,1509.4682845257742,FMC FORT WORTH,76119,75.9,11.38,0.5768799170547028
2024-05-03 22:12:12,1509.1956267861306,FMC FORT WORTH,76119,60.0,0.0,0.49718455303869835
2024-05-04 22:12:12,1512.3439394261748,FMC FORT WORTH,76119,60.0,0.0,0.49721850372113285
2024-05-05 22:12:12,1512.255253627371,FMC FORT WORTH,76119,60.0,0.0,0.49721754735343815
2024-05-06 22:12:12,1513.1237868739906,FMC FORT WORTH,76119,60.0,0.0,0.49722691342137304
2024-05-07 22:12:12,1512.3754622208053,FMC FORT WORTH,76119,60.0,0.0,0.4972188436558605
2024-05-08 22:12:12,1511.7752986239793,FMC FORT WORTH,76119,60.0,0.0,0.4972123716270538
2024-05-01 22:12:30,1593.1120192833052,FCI GILMER,26351,63.2,0.0,0.5055550329500305
2024-05-02 22:12:30,1592.4681469930465,FCI GILMER,26351,67.3,0.0,0.5151092402656646
2024-05-03 22:12:30,1591.9276963198656,FCI GILMER,26351,60.0,0.0,0.4980767244055524
2024-05-04 22:12:30,1589.738516257509,FCI GILMER,26351,60.0,0.0,0.49805311640321454
2024-05-05 22:12:30,1590.6123904435792,FCI GILMER,26351,60.0,0.0,0.498062540215315
2024-05-06 22:12:30,1592.8230870871307,FCI GILMER,26351,60.0,0.0,0.4980863802548417
2024-05-07 22:12:30,1592.9374430796627,FCI GILMER,26351,60.0,0.0,0.49808761346425345
2024-05-08 22:12:30,1591.2357170252646,FCI GILMER,26351,60.0,0.0,0.4980692621364016
2024-05-01 22:12:45,1371.9945964961703,FCI GREENVILLE,62246,67.7,4.92,0.5323063292284944
2024-05-02 22:12:45,1375.4776583040366,FCI GREENVILLE,62246,69.9,8.02,0.5491337506759372
2024-05-03 22:12:45,1373.1286449183574,FCI GREENVILLE,62246,60.0,0.0,0.49571726688864937
2024-05-04 22:12:45,1375.0711567939911,FCI GREENVILLE,62246,60.0,0.0,0.4957382136186298
2024-05-05 22:12:45,1379.4749032286056,FCI GREENVILLE,62246,60.0,0.0,0.49578570068731687
2024-05-06 22:12:45,1377.779461898925,FCI GREENVILLE,62246,60.0,0.0,0.49576741816812137
2024-05-07 22:12:45,1380.3890666476123,FCI GREENVILLE,62246,60.0,0.0,0.4957955584263595
2024-05-08 22:12:45,1382.9144076633786,FCI GREENVILLE,62246,60.0,0.0,0.49582279006538243
2024-05-01 22:13:02,1017.9279987930151,MDC GUAYNABO,00965,77.3,9.52,0.56797382727151
2024-05-02 22:13:02,1015.311087490606,MDC GUAYNABO,00965,78.5,7.33,0.5625240035423573
2024-05-03 22:13:02,1012.2237033339923,MDC GUAYNABO,00965,60.0,0.0,0.4918258523368746
2024-05-04 22:13:02,1001.9489391374904,MDC GUAYNABO,00965,60.0,0.0,0.49171507817940946
2024-05-05 22:13:02,1004.4957229133389,MDC GUAYNABO,00965,60.0,0.0,0.49174253545694785
2024-05-06 22:13:02,1005.1006928926272,MDC GUAYNABO,00965,60.0,0.0,0.49174905774103217
2024-05-07 22:13:02,1001.6531232974739,MDC GUAYNABO,00965,60.0,0.0,0.49171188894542217
2024-05-08 22:13:02,999.1545014383908,MDC GUAYNABO,00965,60.0,0.0,0.491684950963382
2024-05-01 22:13:18,2087.3145605669993,FCI HAZELTON,26525,60.0,0.02,0.5034949067102905
2024-05-02 22:13:18,2085.8475611185645,FCI HAZELTON,26525,63.4,0.0,0.5113336444379377
2024-05-03 22:13:18,2089.95471534367,FCI HAZELTON,26525,60.0,0.0,0.5034474378417827
2024-05-04 22:13:18,2090.8166892166514,FCI HAZELTON,26525,60.0,0.0,0.5034567330187023
2024-05-05 22:13:18,2089.2603924059235,FCI HAZELTON,26525,60.0,0.0,0.5034399505428726
2024-05-06 22:13:18,2094.9397617727827,FCI HAZELTON,26525,60.0,0.0,0.5035011945290551
2024-05-07 22:13:18,2094.042415156416,FCI HAZELTON,26525,60.0,0.0,0.5034915179187133
2024-05-08 22:13:18,2097.0763474910113,FCI HAZELTON,26525,60.0,0.0,0.5035242345646384
2024-05-01 22:13:35,1375.1671462341474,USP HAZELTON,26525,60.0,0.02,0.4958151861598428
2024-05-02 22:13:35,1368.2739321243396,USP HAZELTON,26525,63.4,0.0,0.5035971319940751
2024-05-03 22:13:35,1367.7079317271641,USP HAZELTON,26525,60.0,0.0,0.4956588136755529
2024-05-04 22:13:35,1373.7741120321991,USP HAZELTON,26525,60.0,0.0,0.4957242271663609
2024-05-05 22:13:35,1366.3678622865918,USP HAZELTON,26525,60.0,0.0,0.4956443633139536
2024-05-06 22:13:35,1373.0544396076402,USP HAZELTON,26525,60.0,0.0,0.4957164667092282
2024-05-07 22:13:35,1365.6394750947347,USP HAZELTON,26525,60.0,0.0,0.495636508904399
2024-05-08 22:13:35,1369.3196388227664,USP HAZELTON,26525,60.0,0.0,0.4956761931952172
2024-05-01 22:13:51,1396.8582168653709,FCI HERLONG,96113,43.6,0.0,0.45781151866592423
2024-05-02 22:13:51,1396.4294057891907,FCI HERLONG,96113,60.0,0.0,0.49596852745361636
2024-05-03 22:13:51,1401.8487925529885,FCI HERLONG,96113,60.0,0.0,0.49602696696539794
2024-05-04 22:13:51,1394.750787875686,FCI HERLONG,96113,60.0,0.0,0.49595042623757035
2024-05-05 22:13:51,1394.6766373102319,FCI HERLONG,96113,60.0,0.0,0.49594962664226994
2024-05-06 22:13:51,1399.7934058578226,FCI HERLONG,96113,60.0,0.0,0.4960048028590253
2024-05-07 22:13:51,1394.7126612003979,FCI HERLONG,96113,60.0,0.0,0.49595001510232967
2024-05-08 22:13:51,1395.6298349598926,FCI HERLONG,96113,60.0,0.0,0.49595990535657675
2024-05-01 22:14:08,267.1586862168195,FDC HONOLULU,96819,74.5,0.66,0.5201148064182034
2024-05-02 22:14:08,266.56261794466997,FDC HONOLULU,96819,60.0,0.0,0.4837895170299275
2024-05-03 22:14:08,268.0179150143991,FDC HONOLULU,96819,60.0,0.0,0.4838051946314486
2024-05-04 22:14:08,269.9102596633007,FDC HONOLULU,96819,60.0,0.0,0.48382558049996793
2024-05-05 22:14:08,267.8627674485705,FDC HONOLULU,96819,60.0,0.0,0.4838035232586584
2024-05-06 22:14:08,272.27050476606775,FDC HONOLULU,96819,60.0,0.0,0.4838510070464028
2024-05-07 22:14:08,269.824582047401,FDC HONOLULU,96819,60.0,0.0,0.48382465751016457
2024-05-08 22:14:08,268.00111174712265,FDC HONOLULU,96819,60.0,0.0,0.4838050136132916
2024-05-01 22:14:26,723.1745491244758,FDC HOUSTON,77002,77.6,0.43,0.5313612955429791
2024-05-02 22:14:26,726.7657244428619,FDC HOUSTON,77002,79.3,0.05,0.5339123799446379
2024-05-03 22:14:26,726.3584684431506,FDC HOUSTON,77002,60.0,0.0,0.48874422414338275
2024-05-04 22:14:26,724.752879646381,FDC HOUSTON,77002,60.0,0.0,0.4887269180872689
2024-05-05 22:14:26,729.3279669644274,FDC HOUSTON,77002,60.0,0.0,0.48877623135609444
2024-05-06 22:14:26,720.6611164831885,FDC HOUSTON,77002,60.0,0.0,0.4886828145866045
2024-05-07 22:14:26,728.6700504890558,FDC HOUSTON,77002,60.0,0.0,0.4887691398906441
2024-05-08 22:14:26,725.3140718547824,FDC HOUSTON,77002,60.0,0.0,0.4887329669703577
2024-05-01 22:14:45,1674.0514413265219,FCI JESUP,31599,73.6,0.94,0.5342076820562932
2024-05-02 22:14:45,1672.6217890162018,FCI JESUP,31599,74.6,0.0,0.5329616519935783
2024-05-03 22:14:45,1673.2243878322033,FCI JESUP,31599,60.0,0.0,0.4989534288137934
2024-05-04 22:14:45,1673.5473991812828,FCI JESUP,31599,60.0,0.0,0.49895691218811117
2024-05-05 22:14:45,1673.817079893331,FCI JESUP,31599,60.0,0.0,0.49895982044162623
2024-05-06 22:14:45,1672.458930939237,FCI JESUP,31599,60.0,0.0,0.49894517407983846
2024-05-07 22:14:45,1676.2317377536879,FCI JESUP,31599,60.0,0.0,0.4989858602647805
2024-05-08 22:14:45,1675.386868083409,FCI JESUP,31599,60.0,0.0,0.4989767491361639
2024-05-01 22:15:01,660.1393206349337,FCI LA TUNA,79821,72.6,0.0,0.5174176451842607
2024-05-02 22:15:01,660.7408075345393,FCI LA TUNA,79821,60.0,0.0,0.48803697775905647
2024-05-03 22:15:01,661.6890324996263,FCI LA TUNA,79821,60.0,0.0,0.48804719767144156
2024-05-04 22:15:01,658.2468398257565,FCI LA TUNA,79821,60.0,0.0,0.48801009797090744
2024-05-05 22:15:01,659.2967667685734,FCI LA TUNA,79821,60.0,0.0,0.48802141399261856
2024-05-06 22:15:01,660.0456794486345,FCI LA TUNA,79821,60.0,0.0,0.4880294857161639
2024-05-07 22:15:01,660.922157083205,FCI LA TUNA,79821,60.0,0.0,0.4880389323329535
2024-05-08 22:15:01,659.821890409156,FCI LA TUNA,79821,60.0,0.0,0.48802707373437054
2024-05-01 22:15:19,2420.434986714337,FCI LEAVENWORTH,66048,66.1,17.22,0.5857733123352641
2024-05-02 22:15:19,2740.1507714207073,FCI LEAVENWORTH,66048,67.3,14.77,0.582804668228031
2024-05-03 22:15:19,3059.8665561270773,FCI LEAVENWORTH,66048,60.0,0.0,0.5139035420528075
2024-05-04 22:15:19,3379.5823407869484,FCI LEAVENWORTH,66048,60.0,0.0,0.5173480107918241
2024-05-05 22:15:19,3699.2981254733895,FCI LEAVENWORTH,66048,60.0,0.0,0.5207908317501645
2024-05-06 22:15:19,4019.013910179762,FCI LEAVENWORTH,66048,60.0,0.0,0.5242316789537491
2024-05-07 22:15:19,4338.729694886132,FCI LEAVENWORTH,66048,60.0,0.0,0.5276702271771586
2024-05-08 22:15:19,4658.445479572573,FCI LEAVENWORTH,66048,60.0,0.0,0.5311061520663484
2024-05-01 22:15:35,1393.0131550133215,USP LEE,24277,63.2,0.0,0.5033973213222586
2024-05-02 22:15:35,1390.3139254646326,USP LEE,24277,66.5,0.0,0.5110655379118402
2024-05-03 22:15:35,1388.2693088888436,USP LEE,24277,60.0,0.0,0.49588053392762554
2024-05-04 22:15:35,1393.876713598638,USP LEE,24277,60.0,0.0,0.49594100074523423
2024-05-05 22:15:35,1389.9066280980019,USP LEE,24277,60.0,0.0,0.49589818976267014
2024-05-06 22:15:35,1391.498141246744,USP LEE,24277,60.0,0.0,0.49591535166336853
2024-05-07 22:15:35,1387.6341141718822,USP LEE,24277,60.0,0.0,0.4958736843844478
2024-05-08 22:15:35,1392.0811421198046,USP LEE,24277,60.0,0.0,0.49592163838926545
2024-05-01 22:15:53,1297.1595214391882,FCI LEWISBURG,17837,62.9,0.01,0.5017017260769608
2024-05-02 22:15:53,1383.7407963958747,FCI LEWISBURG,17837,62.9,0.0,0.5025974397335912
2024-05-03 22:15:53,1470.3220713639753,FCI LEWISBURG,17837,60.0,0.0,0.4967653517574283
2024-05-04 22:15:53,1556.9033463320754,FCI LEWISBURG,17837,60.0,0.0,0.4976990247628843
2024-05-05 22:15:53,1643.4846212887621,FCI LEWISBURG,17837,60.0,0.0,0.49863271381574736
2024-05-06 22:15:53,1730.0658962536386,FCI LEWISBURG,17837,60.0,0.0,0.4995664124045974
2024-05-07 22:15:53,1816.6471712217394,FCI LEWISBURG,17837,60.0,0.0,0.5005001140174835
2024-05-08 22:15:53,1903.2284461784252,FCI LEWISBURG,17837,60.0,0.0,0.501433812142266
2024-05-01 22:16:09,1245.4182858247925,FMC LEXINGTON,40511,64.7,0.13,0.5057986450731093
2024-05-02 22:16:09,1247.745674121003,FMC LEXINGTON,40511,68.8,0.0,0.5148914936863943
2024-05-03 22:16:09,1243.2458032386805,FMC LEXINGTON,40511,60.0,0.0,0.4943167362264516
2024-05-04 22:16:09,1245.5272809511816,FMC LEXINGTON,40511,60.0,0.0,0.49434133676529474
2024-05-05 22:16:09,1246.3081549756828,FMC LEXINGTON,40511,60.0,0.0,0.4943497567187482
2024-05-06 22:16:09,1246.7662712628762,FMC LEXINGTON,40511,60.0,0.0,0.4943546964642878
2024-05-07 22:16:09,1246.767798319173,FMC LEXINGTON,40511,60.0,0.0,0.49435471293012984
2024-05-08 22:16:09,1246.9305340313765,FMC LEXINGTON,40511,60.0,0.0,0.49435646766610647
2024-05-01 22:16:26,230.4882101960261,FCI LOMPOC I,93436,56.6,0.0,0.4754820973142012
2024-05-02 22:16:26,-107.76627892472516,FCI LOMPOC I,93436,60.0,0.0,0.4797580994775656
2024-05-03 22:16:26,-446.02076804547823,FCI LOMPOC I,93436,60.0,0.0,0.476117444606909
2024-05-04 22:16:26,-784.2752571723468,FCI LOMPOC I,93436,60.0,0.0,0.47247932614413063
2024-05-05 22:16:26,-1122.5297463493466,FCI LOMPOC I,93436,60.0,0.0,0.4688441282779526
2024-05-06 22:16:26,-1460.7842354700997,FCI LOMPOC I,93436,60.0,0.0,0.4652122339609159
2024-05-07 22:16:26,-1799.0387245969678,FCI LOMPOC I,93436,60.0,0.0,0.4615840247454492
2024-05-08 22:16:26,-2137.2932137177213,FCI LOMPOC I,93436,60.0,0.0,0.4579598806272381
2024-05-01 22:16:42,2081.176308532905,FCI LOMPOC II,93436,56.6,0.0,0.49542056757390573
2024-05-02 22:16:42,2001.760421801309,FCI LOMPOC II,93436,60.0,0.0,0.5024963748736648
2024-05-03 22:16:42,1922.3445350414954,FCI LOMPOC II,93436,60.0,0.0,0.5016399601735457
2024-05-04 22:16:42,1842.9286483099,FCI LOMPOC II,93436,60.0,0.0,0.5007835358509395
2024-05-05 22:16:42,1763.512761578303,FCI LOMPOC II,93436,60.0,0.0,0.49992710693074316
2024-05-06 22:16:42,1684.096874818491,FCI LOMPOC II,93436,60.0,0.0,0.4990706784379617
2024-05-07 22:16:42,1604.6809880868955,FCI LOMPOC II,93436,60.0,0.0,0.4982142553985029
2024-05-08 22:16:42,1525.2651012486476,FCI LOMPOC II,93436,60.0,0.0,0.4973578428360832
2024-05-01 22:17:00,815.6516987590393,FCI LORETTO,15940,58.6,0.03,0.48655614911628187
2024-05-02 22:17:00,816.7150899491858,FCI LORETTO,15940,60.9,0.0,0.49181721763697644
2024-05-03 22:17:00,816.2753167850634,FCI LORETTO,15940,60.0,0.0,0.4897134469156119
2024-05-04 22:17:00,817.963047308917,FCI LORETTO,15940,60.0,0.0,0.48973163989532176
2024-05-05 22:17:00,817.8841997333532,FCI LORETTO,15940,60.0,0.0,0.489730789953139
2024-05-06 22:17:00,819.3878301840186,FCI LORETTO,15940,60.0,0.0,0.4897469984382353
2024-05-07 22:17:00,817.2347180807848,FCI LORETTO,15940,60.0,0.0,0.4897237888288642
2024-05-08 22:17:00,818.5023382355959,FCI LORETTO,15940,60.0,0.0,0.4897374532158905
2024-05-01 22:17:16,598.2924885256755,MDC LOS ANGELES,90012,66.4,0.0,0.5022927781489719
2024-05-02 22:17:16,597.2123045165291,MDC LOS ANGELES,90012,60.0,0.0,0.48735229453437506
2024-05-03 22:17:16,594.6376696501201,MDC LOS ANGELES,90012,60.0,0.0,0.4873245471966311
2024-05-04 22:17:16,592.9271769514546,MDC LOS ANGELES,90012,60.0,0.0,0.48730611292928605
2024-05-05 22:17:16,594.7124362803447,MDC LOS ANGELES,90012,60.0,0.0,0.4873253529699601
2024-05-06 22:17:16,594.9342917021391,MDC LOS ANGELES,90012,60.0,0.0,0.4873277439458571
2024-05-07 22:17:16,595.552985230176,MDC LOS ANGELES,90012,60.0,0.0,0.4873344117206666
2024-05-08 22:17:16,593.9201631031849,MDC LOS ANGELES,90012,60.0,0.0,0.48731681450376163
